Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Partnership Health Plan,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
IP_RX-81000000-ERX10231,INPATIENT,HYDROCORTISONE 25MG SUPP,,,250,$90.59 ,$54.35 ,$74.28 ,$69.75 ,,,$74.28 ,$69.75 ,,,,,,,,,$74.28 ,$69.75 ,,$74.28 ,$69.75 ,,,$68.85 ,,$70.66 ,,,,$74.28 ,$69.75 ,,,,,$68.85 ,$74.28 
IP_RX-81000000-ERX10275,INPATIENT,HYDROMORPHONE 2MG TABS,,,250,$40.00 ,$24.00 ,$32.80 ,$30.80 ,,,$32.80 ,$30.80 ,,,,,,,,,$32.80 ,$30.80 ,,$32.80 ,$30.80 ,,,$30.40 ,,$31.20 ,,,,$32.80 ,$30.80 ,,,,,$30.40 ,$32.80 
IP_RX-81000000-ERX10336,INPATIENT,HYDROXYZINE HCL 10MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX10338,INPATIENT,HYDROXYZINE HCL 25MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX10366,INPATIENT,HYOSCYAMINE 0.125MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX10644,INPATIENT,INDOMETHACIN 25MG CAPS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX10917,INPATIENT,"NYSTATIN 100,000 UNITS/G CREA 15 G TUBE",,,250,$87.53 ,$52.52 ,$71.77 ,$67.40 ,,,$71.77 ,$67.40 ,,,,,,,,,$71.77 ,$67.40 ,,$71.77 ,$67.40 ,,,$66.52 ,,$68.27 ,,,,$71.77 ,$67.40 ,,,,,$66.52 ,$71.77 
IP_RX-81000000-ERX10946,INPATIENT,PHENYLEPHRINE 10% SOLN 5 ML BOTTLE,,,250,$250.00 ,$150.00 ,$205.00 ,$192.50 ,,,$205.00 ,$192.50 ,,,,,,,,,$205.00 ,$192.50 ,,$205.00 ,$192.50 ,,,$190.00 ,,$195.00 ,,,,$205.00 ,$192.50 ,,,,,$190.00 ,$205.00 
IP_RX-81000000-ERX10947,INPATIENT,PHENYLEPHRINE 2.5% SOLN 2 ML BOTTLE,,,250,$203.15 ,$121.89 ,$166.58 ,$156.43 ,,,$166.58 ,$156.43 ,,,,,,,,,$166.58 ,$156.43 ,,$166.58 ,$156.43 ,,,$154.39 ,,$158.46 ,,,,$166.58 ,$156.43 ,,,,,$154.39 ,$166.58 
IP_RX-81000000-ERX10958,INPATIENT,PREDNISOLONE ACETATE 1% SUSP 5 ML BOTTLE,,,250,$264.00 ,$158.40 ,$216.48 ,$203.28 ,,,$216.48 ,$203.28 ,,,,,,,,,$216.48 ,$203.28 ,,$216.48 ,$203.28 ,,,$200.64 ,,$205.92 ,,,,$216.48 ,$203.28 ,,,,,$200.64 ,$216.48 
IP_RX-81000000-ERX11010,INPATIENT,ISONIAZID 300MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX11013,INPATIENT,TETRACAINE 0.5% SOLN 4 ML PLAS CONT,,,250,$69.90 ,$41.94 ,$57.32 ,$53.82 ,,,$57.32 ,$53.82 ,,,,,,,,,$57.32 ,$53.82 ,,$57.32 ,$53.82 ,,,$53.12 ,,$54.52 ,,,,$57.32 ,$53.82 ,,,,,$53.12 ,$57.32 
IP_RX-81000000-ERX11023,INPATIENT,TRIAMCINOLONE 0.1% CREA 15 G TUBE,,,250,$30.00 ,$18.00 ,$24.60 ,$23.10 ,,,$24.60 ,$23.10 ,,,,,,,,,$24.60 ,$23.10 ,,$24.60 ,$23.10 ,,,$22.80 ,,$23.40 ,,,,$24.60 ,$23.10 ,,,,,$22.80 ,$24.60 
IP_RX-81000000-ERX11080,INPATIENT,ISOSORBIDE DINITRATE 10MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX11242,INPATIENT,BENZOCAINE 20% SOLN,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX1127,INPATIENT,AMITRIPTYLINE 10MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX11270,INPATIENT,CARBACHOL 0.01% SOLN 1.5 ML VIAL,,,250,$307.24 ,$184.34 ,$251.94 ,$236.57 ,,,$251.94 ,$236.57 ,,,,,,,,,$251.94 ,$236.57 ,,$251.94 ,$236.57 ,,,$233.50 ,,$239.65 ,,,,$251.94 ,$236.57 ,,,,,$233.50 ,$251.94 
IP_RX-81000000-ERX1130,INPATIENT,AMITRIPTYLINE 25MG TABS,,,250,$7.50 ,$4.50 ,$6.15 ,$5.78 ,,,$6.15 ,$5.78 ,,,,,,,,,$6.15 ,$5.78 ,,$6.15 ,$5.78 ,,,$5.70 ,,$5.85 ,,,,$6.15 ,$5.78 ,,,,,$5.70 ,$6.15 
IP_RX-81000000-ERX11417,INPATIENT,KETOROLAC 0.5% SOLN 5 ML BOTTLE,,,250,$427.48 ,$256.49 ,$350.53 ,$329.16 ,,,$350.53 ,$329.16 ,,,,,,,,,$350.53 ,$329.16 ,,$350.53 ,$329.16 ,,,$324.88 ,,$333.43 ,,,,$350.53 ,$329.16 ,,,,,$324.88 ,$350.53 
IP_RX-81000000-ERX11479,INPATIENT,KETAMINE 100MG/ML SOLN 5 ML VIAL,J3490,,250,$90.00 ,$54.00 ,$73.80 ,$69.30 ,,,$73.80 ,$69.30 ,,,,,,,,,$73.80 ,$69.30 ,,$73.80 ,$69.30 ,,,$68.40 ,,$70.20 ,,,,$73.80 ,$69.30 ,,,,,$68.40 ,$73.80 
IP_RX-81000000-ERX11480,INPATIENT,KETAMINE 50MG/ML SOLN 10 ML VIAL,J3490,,250,$90.00 ,$54.00 ,$73.80 ,$69.30 ,,,$73.80 ,$69.30 ,,,,,,,,,$73.80 ,$69.30 ,,$73.80 ,$69.30 ,,,$68.40 ,,$70.20 ,,,,$73.80 ,$69.30 ,,,,,$68.40 ,$73.80 
IP_RX-81000000-ERX115474,INPATIENT,METOPROLOL 5MG/5ML SOLN,J3490,,250,$75.00 ,$45.00 ,$61.50 ,$57.75 ,,,$61.50 ,$57.75 ,,,,,,,,,$61.50 ,$57.75 ,,$61.50 ,$57.75 ,,,$57.00 ,,$58.50 ,,,,$61.50 ,$57.75 ,,,,,$57.00 ,$61.50 
IP_RX-81000000-ERX1157,INPATIENT,AMOXICILLIN 250MG CAPS,,,250,$7.50 ,$4.50 ,$6.15 ,$5.78 ,,,$6.15 ,$5.78 ,,,,,,,,,$6.15 ,$5.78 ,,$6.15 ,$5.78 ,,,$5.70 ,,$5.85 ,,,,$6.15 ,$5.78 ,,,,,$5.70 ,$6.15 
IP_RX-81000000-ERX11598,INPATIENT,TIMOLOL MALEATE 0.25% SOLN 5 ML BOTTLE,,,250,$30.00 ,$18.00 ,$24.60 ,$23.10 ,,,$24.60 ,$23.10 ,,,,,,,,,$24.60 ,$23.10 ,,$24.60 ,$23.10 ,,,$22.80 ,,$23.40 ,,,,$24.60 ,$23.10 ,,,,,$22.80 ,$24.60 
IP_RX-81000000-ERX11603,INPATIENT,TIMOLOL MALEATE 0.5% SOLN 5 ML BOTTLE,,,250,$42.64 ,$25.58 ,$34.96 ,$32.83 ,,,$34.96 ,$32.83 ,,,,,,,,,$34.96 ,$32.83 ,,$34.96 ,$32.83 ,,,$32.41 ,,$33.26 ,,,,$34.96 ,$32.83 ,,,,,$32.41 ,$34.96 
IP_RX-81000000-ERX1161,INPATIENT,AMOXICILLIN 250MG/5ML SUSR,,,250,$34.32 ,$20.59 ,$28.14 ,$26.43 ,,,$28.14 ,$26.43 ,,,,,,,,,$28.14 ,$26.43 ,,$28.14 ,$26.43 ,,,$26.08 ,,$26.77 ,,,,$28.14 ,$26.43 ,,,,,$26.08 ,$28.14 
IP_RX-81000000-ERX11714,INPATIENT,LACTOBACILLUS PACK,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX118035,INPATIENT,BENZOCAINE/MENTHOL 15MG/3.6MG LOZG,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX118688,INPATIENT,NICARDIPINE 0.2MG/ML SOLN,,,250,"$1,220.00 ",$732.00 ,"$1,000.40 ",$939.40 ,,,"$1,000.40 ",$939.40 ,,,,,,,,,"$1,000.40 ",$939.40 ,,"$1,000.40 ",$939.40 ,,,$927.20 ,,$951.60 ,,,,"$1,000.40 ",$939.40 ,,,,,$927.20 ,"$1,000.40 "
IP_RX-81000000-ERX11998,INPATIENT,LEVOTHYROXINE 25MCG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX11999,INPATIENT,LEVOTHYROXINE 50MCG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX12001,INPATIENT,LEVOTHYROXINE 100MCG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX120434,INPATIENT,SODIUM BICARBONATE-CITRIC ACID-SIMETHICONE 2.21-1.53-0.04 GM PACK,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX120645,INPATIENT,LACOSAMIDE 50 MG TABS,,,250,$42.15 ,$25.29 ,$34.56 ,$32.46 ,,,$34.56 ,$32.46 ,,,,,,,,,$34.56 ,$32.46 ,,$34.56 ,$32.46 ,,,$32.03 ,,$32.88 ,,,,$34.56 ,$32.46 ,,,,,$32.03 ,$34.56 
IP_RX-81000000-ERX12076,INPATIENT,LIDOCAINE 4% SOLN 50 ML BOTTLE,,,250,$240.00 ,$144.00 ,$196.80 ,$184.80 ,,,$196.80 ,$184.80 ,,,,,,,,,$196.80 ,$184.80 ,,$196.80 ,$184.80 ,,,$182.40 ,,$187.20 ,,,,$196.80 ,$184.80 ,,,,,$182.40 ,$196.80 
IP_RX-81000000-ERX121688,INPATIENT,"PANCRELIPASE DR 24,000 UNITS CPEP",,,250,$49.29 ,$29.57 ,$40.42 ,$37.95 ,,,$40.42 ,$37.95 ,,,,,,,,,$40.42 ,$37.95 ,,$40.42 ,$37.95 ,,,$37.46 ,,$38.45 ,,,,$40.42 ,$37.95 ,,,,,$37.46 ,$40.42 
IP_RX-81000000-ERX12258,INPATIENT,LITHIUM CARBONATE 300MG CAPS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX123447,INPATIENT,VALGANCICLOVIR 50 MG/ML SOLR,,,250,$43.78 ,$26.27 ,$35.90 ,$33.71 ,,,$35.90 ,$33.71 ,,,,,,,,,$35.90 ,$33.71 ,,$35.90 ,$33.71 ,,,$33.27 ,,$34.15 ,,,,$35.90 ,$33.71 ,,,,,$33.27 ,$35.90 
IP_RX-81000000-ERX12371,INPATIENT,LOPERAMIDE 2MG CAPS,,,250,$1.00 ,$0.60 ,$0.82 ,$0.77 ,,,$0.82 ,$0.77 ,,,,,,,,,$0.82 ,$0.77 ,,$0.82 ,$0.77 ,,,$0.76 ,,$0.78 ,,,,$0.82 ,$0.77 ,,,,,$0.76 ,$0.82 
IP_RX-81000000-ERX12372,INPATIENT,LOPERAMIDE 1MG/5ML LIQD,,,250,$1.00 ,$0.60 ,$0.82 ,$0.77 ,,,$0.82 ,$0.77 ,,,,,,,,,$0.82 ,$0.77 ,,$0.82 ,$0.77 ,,,$0.76 ,,$0.78 ,,,,$0.82 ,$0.77 ,,,,,$0.76 ,$0.82 
IP_RX-81000000-ERX12393,INPATIENT,LORAZEPAM 0.5MG TABS,,,250,$40.00 ,$24.00 ,$32.80 ,$30.80 ,,,$32.80 ,$30.80 ,,,,,,,,,$32.80 ,$30.80 ,,$32.80 ,$30.80 ,,,$30.40 ,,$31.20 ,,,,$32.80 ,$30.80 ,,,,,$30.40 ,$32.80 
IP_RX-81000000-ERX12394,INPATIENT,LORAZEPAM 1MG TABS,,,250,$40.00 ,$24.00 ,$32.80 ,$30.80 ,,,$32.80 ,$30.80 ,,,,,,,,,$32.80 ,$30.80 ,,$32.80 ,$30.80 ,,,$30.40 ,,$31.20 ,,,,$32.80 ,$30.80 ,,,,,$30.40 ,$32.80 
IP_RX-81000000-ERX124752,INPATIENT,GLYCERIN 1G SUPP,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX125148,INPATIENT,"ICODEXTRIN (EXTRANEAL) 7.5% DEXTROSE 7.5% SOLN 2,500 ML FLEX CONT",,,250,$975.00 ,$585.00 ,$799.50 ,$750.75 ,,,$799.50 ,$750.75 ,,,,,,,,,$799.50 ,$750.75 ,,$799.50 ,$750.75 ,,,$741.00 ,,$760.50 ,,,,$799.50 ,$750.75 ,,,,,$741.00 ,$799.50 
IP_RX-81000000-ERX125164,INPATIENT,TAMSULOSIN 0.4MG CAPS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX125509,INPATIENT,MULTIVITAMINS/MINERALS LIQD,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX125814,INPATIENT,RIFAXIMIN 550 MG TABS,,,250,$178.52 ,$107.11 ,$146.39 ,$137.46 ,,,$146.39 ,$137.46 ,,,,,,,,,$146.39 ,$137.46 ,,$146.39 ,$137.46 ,,,$135.68 ,,$139.25 ,,,,$146.39 ,$137.46 ,,,,,$135.68 ,$146.39 
IP_RX-81000000-ERX12712,INPATIENT,MAGNESIUM CITRATE SOLN 296 ML BOTTLE,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX12792,INPATIENT,MANNITOL 20% SOLN,,,250,$161.00 ,$96.60 ,$132.02 ,$123.97 ,,,$132.02 ,$123.97 ,,,,,,,,,$132.02 ,$123.97 ,,$132.02 ,$123.97 ,,,$122.36 ,,$125.58 ,,,,$132.02 ,$123.97 ,,,,,$122.36 ,$132.02 
IP_RX-81000000-ERX128027,INPATIENT,"BUPIVACAINE/EPINEPHRINE PF 0.25%-1:200,000 SOLN 30 ML VIAL",,,250,$37.50 ,$22.50 ,$30.75 ,$28.88 ,,,$30.75 ,$28.88 ,,,,,,,,,$30.75 ,$28.88 ,,$30.75 ,$28.88 ,,,$28.50 ,,$29.25 ,,,,$30.75 ,$28.88 ,,,,,$28.50 ,$30.75 
IP_RX-81000000-ERX128028,INPATIENT,"BUPIVACAINE/EPINEPHRINE PF 0.5%-1:200,000 SOLN",,,250,$75.00 ,$45.00 ,$61.50 ,$57.75 ,,,$61.50 ,$57.75 ,,,,,,,,,$61.50 ,$57.75 ,,$61.50 ,$57.75 ,,,$57.00 ,,$58.50 ,,,,$61.50 ,$57.75 ,,,,,$57.00 ,$61.50 
IP_RX-81000000-ERX128064,INPATIENT,BUPRENORPHINE/NALOXONE SL 8MG/2MG FILM,,,250,$57.14 ,$34.28 ,$46.85 ,$44.00 ,,,$46.85 ,$44.00 ,,,,,,,,,$46.85 ,$44.00 ,,$46.85 ,$44.00 ,,,$43.43 ,,$44.57 ,,,,$46.85 ,$44.00 ,,,,,$43.43 ,$46.85 
IP_RX-81000000-ERX128135,INPATIENT,"NEOMYCIN/POLYMYXIN/DEXAMETHASONE 3.5MG-10,000 UNITS-0.1% SUSP 5 ML BOTTLE",,,250,$220.00 ,$132.00 ,$180.40 ,$169.40 ,,,$180.40 ,$169.40 ,,,,,,,,,$180.40 ,$169.40 ,,$180.40 ,$169.40 ,,,$167.20 ,,$171.60 ,,,,$180.40 ,$169.40 ,,,,,$167.20 ,$180.40 
IP_RX-81000000-ERX128136,INPATIENT,NEOMYCIN/POLYMYXIN/DEXAMETHASONE 3.5-10000-0.1 OINT 3.5 G TUBE,,,250,$99.30 ,$59.58 ,$81.43 ,$76.46 ,,,$81.43 ,$76.46 ,,,,,,,,,$81.43 ,$76.46 ,,$81.43 ,$76.46 ,,,$75.47 ,,$77.45 ,,,,$81.43 ,$76.46 ,,,,,$75.47 ,$81.43 
IP_RX-81000000-ERX128528,INPATIENT,DABIGATRAN ETEXILATE 150MG CAPS,,,250,$54.56 ,$32.74 ,$44.74 ,$42.01 ,,,$44.74 ,$42.01 ,,,,,,,,,$44.74 ,$42.01 ,,$44.74 ,$42.01 ,,,$41.47 ,,$42.56 ,,,,$44.74 ,$42.01 ,,,,,$41.47 ,$44.74 
IP_RX-81000000-ERX128693,INPATIENT,DABIGATRAN ETEXILATE 75MG CAPS,,,250,$54.56 ,$32.74 ,$44.74 ,$42.01 ,,,$44.74 ,$42.01 ,,,,,,,,,$44.74 ,$42.01 ,,$44.74 ,$42.01 ,,,$41.47 ,,$42.56 ,,,,$44.74 ,$42.01 ,,,,,$41.47 ,$44.74 
IP_RX-81000000-ERX129135,INPATIENT,LURASIDONE 40MG TABS,,,250,$170.24 ,$102.14 ,$139.60 ,$131.08 ,,,$139.60 ,$131.08 ,,,,,,,,,$139.60 ,$131.08 ,,$139.60 ,$131.08 ,,,$129.38 ,,$132.79 ,,,,$139.60 ,$131.08 ,,,,,$129.38 ,$139.60 
IP_RX-81000000-ERX13026,INPATIENT,HYDROCERIN CREA 113 G JAR,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX13087,INPATIENT,MEDROXYPROGESTERONE 2.5MG TABS,,,250,$3.75 ,$2.25 ,$3.08 ,$2.89 ,,,$3.08 ,$2.89 ,,,,,,,,,$3.08 ,$2.89 ,,$3.08 ,$2.89 ,,,$2.85 ,,$2.93 ,,,,$3.08 ,$2.89 ,,,,,$2.85 ,$3.08 
IP_RX-81000000-ERX131261,INPATIENT,"VITAMIN D3 50,000 UNITS CAPS",,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX131727,INPATIENT,FIDAXOMICIN 200MG TABS,,,250,$767.20 ,$460.32 ,$629.10 ,$590.74 ,,,$629.10 ,$590.74 ,,,,,,,,,$629.10 ,$590.74 ,,$629.10 ,$590.74 ,,,$583.07 ,,$598.42 ,,,,$629.10 ,$590.74 ,,,,,$583.07 ,$629.10 
IP_RX-81000000-ERX132480,INPATIENT,RIVAROXABAN 10MG TABS,,,250,$82.66 ,$49.60 ,$67.78 ,$63.65 ,,,$67.78 ,$63.65 ,,,,,,,,,$67.78 ,$63.65 ,,$67.78 ,$63.65 ,,,$62.82 ,,$64.47 ,,,,$67.78 ,$63.65 ,,,,,$62.82 ,$67.78 
IP_RX-81000000-ERX132483,INPATIENT,TICAGRELOR 90MG TABS,,,250,$34.03 ,$20.42 ,$27.90 ,$26.20 ,,,$27.90 ,$26.20 ,,,,,,,,,$27.90 ,$26.20 ,,$27.90 ,$26.20 ,,,$25.86 ,,$26.54 ,,,,$27.90 ,$26.20 ,,,,,$25.86 ,$27.90 
IP_RX-81000000-ERX132650,INPATIENT,OSELTAMIVIR 6MG/ML SUSR,,,250,$729.12 ,$437.47 ,$597.88 ,$561.42 ,,,$597.88 ,$561.42 ,,,,,,,,,$597.88 ,$561.42 ,,$597.88 ,$561.42 ,,,$554.13 ,,$568.71 ,,,,$597.88 ,$561.42 ,,,,,$554.13 ,$597.88 
IP_RX-81000000-ERX133440,INPATIENT,FERROUS SULFATE EC 324MG TBEC,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX13402,INPATIENT,METHYLENE BLUE 1% SOLN,,,250,"$1,006.80 ",$604.08 ,$825.58 ,$775.24 ,,,$825.58 ,$775.24 ,,,,,,,,,$825.58 ,$775.24 ,,$825.58 ,$775.24 ,,,$765.17 ,,$785.30 ,,,,$825.58 ,$775.24 ,,,,,$765.17 ,$825.58 
IP_RX-81000000-ERX134272,INPATIENT,RIVAROXABAN 15MG TABS,,,250,$82.66 ,$49.60 ,$67.78 ,$63.65 ,,,$67.78 ,$63.65 ,,,,,,,,,$67.78 ,$63.65 ,,$67.78 ,$63.65 ,,,$62.82 ,,$64.47 ,,,,$67.78 ,$63.65 ,,,,,$62.82 ,$67.78 
IP_RX-81000000-ERX134273,INPATIENT,RIVAROXABAN 20MG TABS,,,250,$82.66 ,$49.60 ,$67.78 ,$63.65 ,,,$67.78 ,$63.65 ,,,,,,,,,$67.78 ,$63.65 ,,$67.78 ,$63.65 ,,,$62.82 ,,$64.47 ,,,,$67.78 ,$63.65 ,,,,,$62.82 ,$67.78 
IP_RX-81000000-ERX13442,INPATIENT,METOCLOPRAMIDE 10MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX134431,INPATIENT,LEVOTHYROXINE 100 MCG SOLR,Z7610,,250,$288.24 ,$172.94 ,$236.36 ,$221.94 ,,,$236.36 ,$221.94 ,,,,,,,,,$236.36 ,$221.94 ,,$236.36 ,$221.94 ,,,$219.06 ,,$224.83 ,,,,$236.36 ,$221.94 ,,,,,$219.06 ,$236.36 
IP_RX-81000000-ERX13448,INPATIENT,METOPROLOL TARTRATE 50MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX13461,INPATIENT,METRONIDAZOLE 500MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
