ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medi-Cal,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medi-Cal / California Health & Wellness,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
APRDRG-054-2,INPATIENT,All Inpatient Services for APRDRG-054-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,879.00 ",,,,,,,,,,,,,"$9,879.00 ","$9,879.00 "
APRDRG-054-3,INPATIENT,All Inpatient Services for APRDRG-054-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,251.00 ",,,,,,,,,,,,,"$12,251.00 ","$12,251.00 "
APRDRG-054-4,INPATIENT,All Inpatient Services for APRDRG-054-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,185.00 ",,,,,,,,,,,,,"$19,185.00 ","$19,185.00 "
APRDRG-055-1,INPATIENT,All Inpatient Services for APRDRG-055-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,373.00 ",,,,,,,,,,,,,"$9,373.00 ","$9,373.00 "
APRDRG-055-2,INPATIENT,All Inpatient Services for APRDRG-055-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,017.00 ",,,,,,,,,,,,,"$13,017.00 ","$13,017.00 "
APRDRG-055-3,INPATIENT,All Inpatient Services for APRDRG-055-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,519.00 ",,,,,,,,,,,,,"$19,519.00 ","$19,519.00 "
APRDRG-055-4,INPATIENT,All Inpatient Services for APRDRG-055-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,500.00 ",,,,,,,,,,,,,"$35,500.00 ","$35,500.00 "
APRDRG-056-1,INPATIENT,All Inpatient Services for APRDRG-056-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,817.00 ",,,,,,,,,,,,,"$8,817.00 ","$8,817.00 "
APRDRG-056-2,INPATIENT,All Inpatient Services for APRDRG-056-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,932.00 ",,,,,,,,,,,,,"$12,932.00 ","$12,932.00 "
APRDRG-056-3,INPATIENT,All Inpatient Services for APRDRG-056-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,152.00 ",,,,,,,,,,,,,"$18,152.00 ","$18,152.00 "
APRDRG-056-4,INPATIENT,All Inpatient Services for APRDRG-056-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,369.00 ",,,,,,,,,,,,,"$32,369.00 ","$32,369.00 "
APRDRG-057-1,INPATIENT,All Inpatient Services for APRDRG-057-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,943.00 ",,,,,,,,,,,,,"$7,943.00 ","$7,943.00 "
APRDRG-057-2,INPATIENT,All Inpatient Services for APRDRG-057-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,835.00 ",,,,,,,,,,,,,"$11,835.00 ","$11,835.00 "
APRDRG-057-3,INPATIENT,All Inpatient Services for APRDRG-057-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,241.00 ",,,,,,,,,,,,,"$17,241.00 ","$17,241.00 "
APRDRG-057-4,INPATIENT,All Inpatient Services for APRDRG-057-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,691.00 ",,,,,,,,,,,,,"$30,691.00 ","$30,691.00 "
APRDRG-058-1,INPATIENT,All Inpatient Services for APRDRG-058-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,515.00 ",,,,,,,,,,,,,"$11,515.00 ","$11,515.00 "
APRDRG-058-2,INPATIENT,All Inpatient Services for APRDRG-058-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,467.00 ",,,,,,,,,,,,,"$15,467.00 ","$15,467.00 "
APRDRG-058-3,INPATIENT,All Inpatient Services for APRDRG-058-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,255.00 ",,,,,,,,,,,,,"$20,255.00 ","$20,255.00 "
APRDRG-058-4,INPATIENT,All Inpatient Services for APRDRG-058-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,952.00 ",,,,,,,,,,,,,"$28,952.00 ","$28,952.00 "
APRDRG-059-1,INPATIENT,All Inpatient Services for APRDRG-059-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,082.00 ",,,,,,,,,,,,,"$7,082.00 ","$7,082.00 "
APRDRG-059-2,INPATIENT,All Inpatient Services for APRDRG-059-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,334.00 ",,,,,,,,,,,,,"$13,334.00 ","$13,334.00 "
APRDRG-059-3,INPATIENT,All Inpatient Services for APRDRG-059-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,540.00 ",,,,,,,,,,,,,"$17,540.00 ","$17,540.00 "
APRDRG-059-4,INPATIENT,All Inpatient Services for APRDRG-059-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,941.00 ",,,,,,,,,,,,,"$24,941.00 ","$24,941.00 "
APRDRG-073-1,INPATIENT,All Inpatient Services for APRDRG-073-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,242.00 ",,,,,,,,,,,,,"$13,242.00 ","$13,242.00 "
APRDRG-073-2,INPATIENT,All Inpatient Services for APRDRG-073-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,101.00 ",,,,,,,,,,,,,"$17,101.00 ","$17,101.00 "
APRDRG-073-3,INPATIENT,All Inpatient Services for APRDRG-073-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,186.00 ",,,,,,,,,,,,,"$28,186.00 ","$28,186.00 "
APRDRG-073-4,INPATIENT,All Inpatient Services for APRDRG-073-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$53,766.00 ",,,,,,,,,,,,,"$53,766.00 ","$53,766.00 "
APRDRG-082-1,INPATIENT,All Inpatient Services for APRDRG-082-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,941.00 ",,,,,,,,,,,,,"$7,941.00 ","$7,941.00 "
APRDRG-082-2,INPATIENT,All Inpatient Services for APRDRG-082-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,701.00 ",,,,,,,,,,,,,"$9,701.00 ","$9,701.00 "
APRDRG-082-3,INPATIENT,All Inpatient Services for APRDRG-082-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,913.00 ",,,,,,,,,,,,,"$13,913.00 ","$13,913.00 "
APRDRG-082-4,INPATIENT,All Inpatient Services for APRDRG-082-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,182.00 ",,,,,,,,,,,,,"$27,182.00 ","$27,182.00 "
APRDRG-089-1,INPATIENT,All Inpatient Services for APRDRG-089-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,633.00 ",,,,,,,,,,,,,"$22,633.00 ","$22,633.00 "
APRDRG-089-2,INPATIENT,All Inpatient Services for APRDRG-089-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,292.00 ",,,,,,,,,,,,,"$30,292.00 ","$30,292.00 "
APRDRG-089-3,INPATIENT,All Inpatient Services for APRDRG-089-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$55,963.00 ",,,,,,,,,,,,,"$55,963.00 ","$55,963.00 "
APRDRG-089-4,INPATIENT,All Inpatient Services for APRDRG-089-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$78,854.00 ",,,,,,,,,,,,,"$78,854.00 ","$78,854.00 "
APRDRG-091-1,INPATIENT,All Inpatient Services for APRDRG-091-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,552.00 ",,,,,,,,,,,,,"$21,552.00 ","$21,552.00 "
APRDRG-091-2,INPATIENT,All Inpatient Services for APRDRG-091-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,984.00 ",,,,,,,,,,,,,"$31,984.00 ","$31,984.00 "
APRDRG-091-3,INPATIENT,All Inpatient Services for APRDRG-091-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$57,587.00 ",,,,,,,,,,,,,"$57,587.00 ","$57,587.00 "
APRDRG-091-4,INPATIENT,All Inpatient Services for APRDRG-091-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$91,747.00 ",,,,,,,,,,,,,"$91,747.00 ","$91,747.00 "
APRDRG-092-1,INPATIENT,All Inpatient Services for APRDRG-092-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,350.00 ",,,,,,,,,,,,,"$18,350.00 ","$18,350.00 "
APRDRG-092-2,INPATIENT,All Inpatient Services for APRDRG-092-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,416.00 ",,,,,,,,,,,,,"$23,416.00 ","$23,416.00 "
APRDRG-092-3,INPATIENT,All Inpatient Services for APRDRG-092-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,824.00 ",,,,,,,,,,,,,"$35,824.00 ","$35,824.00 "
APRDRG-092-4,INPATIENT,All Inpatient Services for APRDRG-092-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$68,236.00 ",,,,,,,,,,,,,"$68,236.00 ","$68,236.00 "
APRDRG-095-1,INPATIENT,All Inpatient Services for APRDRG-095-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,428.00 ",,,,,,,,,,,,,"$11,428.00 ","$11,428.00 "
APRDRG-095-2,INPATIENT,All Inpatient Services for APRDRG-095-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,866.00 ",,,,,,,,,,,,,"$12,866.00 ","$12,866.00 "
APRDRG-095-3,INPATIENT,All Inpatient Services for APRDRG-095-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,714.00 ",,,,,,,,,,,,,"$20,714.00 ","$20,714.00 "
APRDRG-095-4,INPATIENT,All Inpatient Services for APRDRG-095-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,450.00 ",,,,,,,,,,,,,"$30,450.00 ","$30,450.00 "
APRDRG-097-1,INPATIENT,All Inpatient Services for APRDRG-097-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,583.00 ",,,,,,,,,,,,,"$7,583.00 ","$7,583.00 "
APRDRG-097-2,INPATIENT,All Inpatient Services for APRDRG-097-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,873.00 ",,,,,,,,,,,,,"$10,873.00 ","$10,873.00 "
APRDRG-097-3,INPATIENT,All Inpatient Services for APRDRG-097-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,309.00 ",,,,,,,,,,,,,"$18,309.00 ","$18,309.00 "
APRDRG-097-4,INPATIENT,All Inpatient Services for APRDRG-097-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,299.00 ",,,,,,,,,,,,,"$38,299.00 ","$38,299.00 "
APRDRG-098-1,INPATIENT,All Inpatient Services for APRDRG-098-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,461.00 ",,,,,,,,,,,,,"$12,461.00 ","$12,461.00 "
APRDRG-098-2,INPATIENT,All Inpatient Services for APRDRG-098-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,974.00 ",,,,,,,,,,,,,"$16,974.00 ","$16,974.00 "
APRDRG-098-3,INPATIENT,All Inpatient Services for APRDRG-098-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,542.00 ",,,,,,,,,,,,,"$29,542.00 ","$29,542.00 "
APRDRG-098-4,INPATIENT,All Inpatient Services for APRDRG-098-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,263.00 ",,,,,,,,,,,,,"$51,263.00 ","$51,263.00 "
APRDRG-110-1,INPATIENT,All Inpatient Services for APRDRG-110-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,901.00 ",,,,,,,,,,,,,"$9,901.00 ","$9,901.00 "
APRDRG-110-2,INPATIENT,All Inpatient Services for APRDRG-110-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,869.00 ",,,,,,,,,,,,,"$11,869.00 ","$11,869.00 "
APRDRG-110-3,INPATIENT,All Inpatient Services for APRDRG-110-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,663.00 ",,,,,,,,,,,,,"$16,663.00 ","$16,663.00 "
APRDRG-110-4,INPATIENT,All Inpatient Services for APRDRG-110-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,377.00 ",,,,,,,,,,,,,"$27,377.00 ","$27,377.00 "
APRDRG-111-1,INPATIENT,All Inpatient Services for APRDRG-111-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,087.00 ",,,,,,,,,,,,,"$8,087.00 ","$8,087.00 "
APRDRG-111-2,INPATIENT,All Inpatient Services for APRDRG-111-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,292.00 ",,,,,,,,,,,,,"$9,292.00 ","$9,292.00 "
APRDRG-111-3,INPATIENT,All Inpatient Services for APRDRG-111-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,232.00 ",,,,,,,,,,,,,"$11,232.00 ","$11,232.00 "
APRDRG-111-4,INPATIENT,All Inpatient Services for APRDRG-111-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,857.00 ",,,,,,,,,,,,,"$17,857.00 ","$17,857.00 "
APRDRG-113-1,INPATIENT,All Inpatient Services for APRDRG-113-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,002.00 ",,,,,,,,,,,,,"$5,002.00 ","$5,002.00 "
APRDRG-113-2,INPATIENT,All Inpatient Services for APRDRG-113-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,326.00 ",,,,,,,,,,,,,"$7,326.00 ","$7,326.00 "
APRDRG-113-3,INPATIENT,All Inpatient Services for APRDRG-113-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,740.00 ",,,,,,,,,,,,,"$10,740.00 ","$10,740.00 "
APRDRG-113-4,INPATIENT,All Inpatient Services for APRDRG-113-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,501.00 ",,,,,,,,,,,,,"$17,501.00 ","$17,501.00 "
APRDRG-114-1,INPATIENT,All Inpatient Services for APRDRG-114-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,743.00 ",,,,,,,,,,,,,"$5,743.00 ","$5,743.00 "
APRDRG-114-2,INPATIENT,All Inpatient Services for APRDRG-114-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,971.00 ",,,,,,,,,,,,,"$7,971.00 ","$7,971.00 "
APRDRG-114-3,INPATIENT,All Inpatient Services for APRDRG-114-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,308.00 ",,,,,,,,,,,,,"$13,308.00 ","$13,308.00 "
APRDRG-114-4,INPATIENT,All Inpatient Services for APRDRG-114-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,203.00 ",,,,,,,,,,,,,"$25,203.00 ","$25,203.00 "
APRDRG-115-1,INPATIENT,All Inpatient Services for APRDRG-115-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,750.00 ",,,,,,,,,,,,,"$6,750.00 ","$6,750.00 "
APRDRG-115-2,INPATIENT,All Inpatient Services for APRDRG-115-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,251.00 ",,,,,,,,,,,,,"$9,251.00 ","$9,251.00 "
APRDRG-115-3,INPATIENT,All Inpatient Services for APRDRG-115-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,051.00 ",,,,,,,,,,,,,"$14,051.00 ","$14,051.00 "
APRDRG-115-4,INPATIENT,All Inpatient Services for APRDRG-115-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,775.00 ",,,,,,,,,,,,,"$25,775.00 ","$25,775.00 "
APRDRG-120-1,INPATIENT,All Inpatient Services for APRDRG-120-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,411.00 ",,,,,,,,,,,,,"$27,411.00 ","$27,411.00 "
APRDRG-120-2,INPATIENT,All Inpatient Services for APRDRG-120-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,357.00 ",,,,,,,,,,,,,"$33,357.00 ","$33,357.00 "
APRDRG-120-3,INPATIENT,All Inpatient Services for APRDRG-120-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,036.00 ",,,,,,,,,,,,,"$47,036.00 ","$47,036.00 "
APRDRG-120-4,INPATIENT,All Inpatient Services for APRDRG-120-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$79,749.00 ",,,,,,,,,,,,,"$79,749.00 ","$79,749.00 "
APRDRG-121-1,INPATIENT,All Inpatient Services for APRDRG-121-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,573.00 ",,,,,,,,,,,,,"$19,573.00 ","$19,573.00 "
APRDRG-121-2,INPATIENT,All Inpatient Services for APRDRG-121-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,679.00 ",,,,,,,,,,,,,"$25,679.00 ","$25,679.00 "
APRDRG-121-3,INPATIENT,All Inpatient Services for APRDRG-121-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,173.00 ",,,,,,,,,,,,,"$39,173.00 ","$39,173.00 "
APRDRG-121-4,INPATIENT,All Inpatient Services for APRDRG-121-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$64,851.00 ",,,,,,,,,,,,,"$64,851.00 ","$64,851.00 "
APRDRG-130-1,INPATIENT,All Inpatient Services for APRDRG-130-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,899.00 ",,,,,,,,,,,,,"$47,899.00 ","$47,899.00 "
APRDRG-130-2,INPATIENT,All Inpatient Services for APRDRG-130-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,041.00 ",,,,,,,,,,,,,"$48,041.00 ","$48,041.00 "
APRDRG-130-3,INPATIENT,All Inpatient Services for APRDRG-130-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,358.00 ",,,,,,,,,,,,,"$58,358.00 ","$58,358.00 "
APRDRG-130-4,INPATIENT,All Inpatient Services for APRDRG-130-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,965.00 ",,,,,,,,,,,,,"$75,965.00 ","$75,965.00 "
APRDRG-131-1,INPATIENT,All Inpatient Services for APRDRG-131-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,417.00 ",,,,,,,,,,,,,"$15,417.00 ","$15,417.00 "
APRDRG-131-2,INPATIENT,All Inpatient Services for APRDRG-131-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,734.00 ",,,,,,,,,,,,,"$21,734.00 ","$21,734.00 "
APRDRG-131-3,INPATIENT,All Inpatient Services for APRDRG-131-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,228.00 ",,,,,,,,,,,,,"$29,228.00 ","$29,228.00 "
APRDRG-131-4,INPATIENT,All Inpatient Services for APRDRG-131-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,956.00 ",,,,,,,,,,,,,"$37,956.00 ","$37,956.00 "
APRDRG-132-1,INPATIENT,All Inpatient Services for APRDRG-132-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,064.00 ",,,,,,,,,,,,,"$6,064.00 ","$6,064.00 "
APRDRG-132-2,INPATIENT,All Inpatient Services for APRDRG-132-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,621.00 ",,,,,,,,,,,,,"$7,621.00 ","$7,621.00 "
APRDRG-132-3,INPATIENT,All Inpatient Services for APRDRG-132-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,914.00 ",,,,,,,,,,,,,"$12,914.00 ","$12,914.00 "
APRDRG-132-4,INPATIENT,All Inpatient Services for APRDRG-132-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,005.00 ",,,,,,,,,,,,,"$20,005.00 ","$20,005.00 "
APRDRG-133-1,INPATIENT,All Inpatient Services for APRDRG-133-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,347.00 ",,,,,,,,,,,,,"$6,347.00 ","$6,347.00 "
APRDRG-133-2,INPATIENT,All Inpatient Services for APRDRG-133-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,920.00 ",,,,,,,,,,,,,"$10,920.00 ","$10,920.00 "
APRDRG-133-3,INPATIENT,All Inpatient Services for APRDRG-133-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,316.00 ",,,,,,,,,,,,,"$16,316.00 ","$16,316.00 "
APRDRG-133-4,INPATIENT,All Inpatient Services for APRDRG-133-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,638.00 ",,,,,,,,,,,,,"$26,638.00 ","$26,638.00 "
APRDRG-134-1,INPATIENT,All Inpatient Services for APRDRG-134-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,665.00 ",,,,,,,,,,,,,"$8,665.00 ","$8,665.00 "
APRDRG-134-2,INPATIENT,All Inpatient Services for APRDRG-134-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,242.00 ",,,,,,,,,,,,,"$11,242.00 ","$11,242.00 "
APRDRG-134-3,INPATIENT,All Inpatient Services for APRDRG-134-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,279.00 ",,,,,,,,,,,,,"$16,279.00 ","$16,279.00 "
APRDRG-134-4,INPATIENT,All Inpatient Services for APRDRG-134-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,710.00 ",,,,,,,,,,,,,"$24,710.00 ","$24,710.00 "
APRDRG-135-1,INPATIENT,All Inpatient Services for APRDRG-135-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,261.00 ",,,,,,,,,,,,,"$10,261.00 ","$10,261.00 "
APRDRG-135-2,INPATIENT,All Inpatient Services for APRDRG-135-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,143.00 ",,,,,,,,,,,,,"$12,143.00 ","$12,143.00 "
APRDRG-135-3,INPATIENT,All Inpatient Services for APRDRG-135-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,402.00 ",,,,,,,,,,,,,"$17,402.00 ","$17,402.00 "
APRDRG-135-4,INPATIENT,All Inpatient Services for APRDRG-135-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,931.00 ",,,,,,,,,,,,,"$28,931.00 ","$28,931.00 "
APRDRG-136-1,INPATIENT,All Inpatient Services for APRDRG-136-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,081.00 ",,,,,,,,,,,,,"$9,081.00 ","$9,081.00 "
APRDRG-136-2,INPATIENT,All Inpatient Services for APRDRG-136-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,404.00 ",,,,,,,,,,,,,"$12,404.00 ","$12,404.00 "
APRDRG-136-3,INPATIENT,All Inpatient Services for APRDRG-136-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,589.00 ",,,,,,,,,,,,,"$17,589.00 ","$17,589.00 "
APRDRG-136-4,INPATIENT,All Inpatient Services for APRDRG-136-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,367.00 ",,,,,,,,,,,,,"$25,367.00 ","$25,367.00 "
APRDRG-137-1,INPATIENT,All Inpatient Services for APRDRG-137-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,247.00 ",,,,,,,,,,,,,"$9,247.00 ","$9,247.00 "
APRDRG-137-2,INPATIENT,All Inpatient Services for APRDRG-137-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,841.00 ",,,,,,,,,,,,,"$11,841.00 ","$11,841.00 "
APRDRG-137-3,INPATIENT,All Inpatient Services for APRDRG-137-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,058.00 ",,,,,,,,,,,,,"$16,058.00 ","$16,058.00 "
APRDRG-137-4,INPATIENT,All Inpatient Services for APRDRG-137-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,122.00 ",,,,,,,,,,,,,"$23,122.00 ","$23,122.00 "
APRDRG-138-1,INPATIENT,All Inpatient Services for APRDRG-138-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,367.00 ",,,,,,,,,,,,,"$4,367.00 ","$4,367.00 "
APRDRG-138-2,INPATIENT,All Inpatient Services for APRDRG-138-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,234.00 ",,,,,,,,,,,,,"$6,234.00 ","$6,234.00 "
APRDRG-138-3,INPATIENT,All Inpatient Services for APRDRG-138-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,077.00 ",,,,,,,,,,,,,"$10,077.00 ","$10,077.00 "
APRDRG-138-4,INPATIENT,All Inpatient Services for APRDRG-138-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,788.00 ",,,,,,,,,,,,,"$21,788.00 ","$21,788.00 "
APRDRG-139-1,INPATIENT,All Inpatient Services for APRDRG-139-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,794.00 ",,,,,,,,,,,,,"$6,794.00 ","$6,794.00 "
APRDRG-139-2,INPATIENT,All Inpatient Services for APRDRG-139-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,382.00 ",,,,,,,,,,,,,"$9,382.00 ","$9,382.00 "
APRDRG-139-3,INPATIENT,All Inpatient Services for APRDRG-139-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,007.00 ",,,,,,,,,,,,,"$13,007.00 ","$13,007.00 "
APRDRG-139-4,INPATIENT,All Inpatient Services for APRDRG-139-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,680.00 ",,,,,,,,,,,,,"$19,680.00 ","$19,680.00 "
APRDRG-140-1,INPATIENT,All Inpatient Services for APRDRG-140-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,996.00 ",,,,,,,,,,,,,"$7,996.00 ","$7,996.00 "
APRDRG-140-2,INPATIENT,All Inpatient Services for APRDRG-140-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,882.00 ",,,,,,,,,,,,,"$9,882.00 ","$9,882.00 "
APRDRG-140-3,INPATIENT,All Inpatient Services for APRDRG-140-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,287.00 ",,,,,,,,,,,,,"$12,287.00 ","$12,287.00 "
APRDRG-140-4,INPATIENT,All Inpatient Services for APRDRG-140-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,464.00 ",,,,,,,,,,,,,"$18,464.00 ","$18,464.00 "
APRDRG-141-1,INPATIENT,All Inpatient Services for APRDRG-141-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,633.00 ",,,,,,,,,,,,,"$5,633.00 ","$5,633.00 "
APRDRG-141-2,INPATIENT,All Inpatient Services for APRDRG-141-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,531.00 ",,,,,,,,,,,,,"$8,531.00 ","$8,531.00 "
