Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem CalPERS EPO,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Partnership Health Plan,Stanford Advantage Medicare Adv_ HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
IP_RX-81000000-ERX10582,INPATIENT,IMIPRAMINE 25MG TABS,,,250,$3.95 ,$3.16 ,$3.40 ,$3.40 ,$3.40 ,,$3.36 ,$3.36 ,$3.24 ,$3.36 ,$3.36 ,,$3.36 ,$3.36 ,$3.36 ,$3.36 ,,$3.67 ,$3.67 ,$3.67 ,$3.56 ,$3.56 ,$3.56 ,,$3.56 ,,$3.56 ,,,$3.56 ,$3.56 ,$3.56 ,,$3.56 ,$3.56 ,$3.24 ,$3.67 
IP_RX-81000000-ERX10644,INPATIENT,INDOMETHACIN 25MG CAPS,,,250,$7.50 ,$6.00 ,$6.45 ,$6.45 ,$6.45 ,,$6.38 ,$6.38 ,$6.15 ,$6.38 ,$6.38 ,,$6.38 ,$6.38 ,$6.38 ,$6.38 ,,$6.98 ,$6.98 ,$6.98 ,$6.75 ,$6.75 ,$6.75 ,,$6.75 ,,$6.75 ,,,$6.75 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.15 ,$6.98 
IP_RX-81000000-ERX10702,INPATIENT,"BACITRACIN/POLYMYXIN 500 UNITS/10,000 UNITS/G OINT 3.5 G TUBE",,,250,$2.00 ,$1.60 ,$1.72 ,$1.72 ,$1.72 ,,$1.70 ,$1.70 ,$1.64 ,$1.70 ,$1.70 ,,$1.70 ,$1.70 ,$1.70 ,$1.70 ,,$1.86 ,$1.86 ,$1.86 ,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,,$1.80 ,,,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.64 ,$1.86 
IP_RX-81000000-ERX10917,INPATIENT,"NYSTATIN 100,000 UNITS/G CREA 15 G TUBE",,,250,$131.25 ,$105.00 ,$112.88 ,$112.88 ,$112.88 ,,$111.56 ,$111.56 ,$107.63 ,$111.56 ,$111.56 ,,$111.56 ,$111.56 ,$111.56 ,$111.56 ,,$122.06 ,$122.06 ,$122.06 ,$118.13 ,$118.13 ,$118.13 ,,$118.13 ,,$118.13 ,,,$118.13 ,$118.13 ,$118.13 ,,$118.13 ,$118.13 ,$107.63 ,$122.06 
IP_RX-81000000-ERX10922,INPATIENT,NYSTATIN 100000 UNIT/GM OINT 15 G TUBE,,,250,$87.53 ,$70.02 ,$75.28 ,$75.28 ,$75.28 ,,$74.40 ,$74.40 ,$71.77 ,$74.40 ,$74.40 ,,$74.40 ,$74.40 ,$74.40 ,$74.40 ,,$81.40 ,$81.40 ,$81.40 ,$78.78 ,$78.78 ,$78.78 ,,$78.78 ,,$78.78 ,,,$78.78 ,$78.78 ,$78.78 ,,$78.78 ,$78.78 ,$71.77 ,$81.40 
IP_RX-81000000-ERX10958,INPATIENT,PREDNISOLONE ACETATE 1% SUSP 5 ML BOTTLE,,,250,$276.60 ,$221.28 ,$237.88 ,$237.88 ,$237.88 ,,$235.11 ,$235.11 ,$226.81 ,$235.11 ,$235.11 ,,$235.11 ,$235.11 ,$235.11 ,$235.11 ,,$257.24 ,$257.24 ,$257.24 ,$248.94 ,$248.94 ,$248.94 ,,$248.94 ,,$248.94 ,,,$248.94 ,$248.94 ,$248.94 ,,$248.94 ,$248.94 ,$226.81 ,$257.24 
IP_RX-81000000-ERX11013,INPATIENT,TETRACAINE 0.5% SOLN 4 ML PLAS CONT,,,250,$10.76 ,$8.61 ,$9.25 ,$9.25 ,$9.25 ,,$9.15 ,$9.15 ,$8.82 ,$9.15 ,$9.15 ,,$9.15 ,$9.15 ,$9.15 ,$9.15 ,,$10.01 ,$10.01 ,$10.01 ,$9.68 ,$9.68 ,$9.68 ,,$9.68 ,,$9.68 ,,,$9.68 ,$9.68 ,$9.68 ,,$9.68 ,$9.68 ,$8.82 ,$10.01 
IP_RX-81000000-ERX11023,INPATIENT,TRIAMCINOLONE 0.1% CREA 15 G TUBE,,,250,$30.00 ,$24.00 ,$25.80 ,$25.80 ,$25.80 ,,$25.50 ,$25.50 ,$24.60 ,$25.50 ,$25.50 ,,$25.50 ,$25.50 ,$25.50 ,$25.50 ,,$27.90 ,$27.90 ,$27.90 ,$27.00 ,$27.00 ,$27.00 ,,$27.00 ,,$27.00 ,,,$27.00 ,$27.00 ,$27.00 ,,$27.00 ,$27.00 ,$24.60 ,$27.90 
IP_RX-81000000-ERX11064,INPATIENT,TRIAMCINOLONE 0.1% OINT 15 G TUBE,,,250,$65.00 ,$52.00 ,$55.90 ,$55.90 ,$55.90 ,,$55.25 ,$55.25 ,$53.30 ,$55.25 ,$55.25 ,,$55.25 ,$55.25 ,$55.25 ,$55.25 ,,$60.45 ,$60.45 ,$60.45 ,$58.50 ,$58.50 ,$58.50 ,,$58.50 ,,$58.50 ,,,$58.50 ,$58.50 ,$58.50 ,,$58.50 ,$58.50 ,$53.30 ,$60.45 
IP_RX-81000000-ERX11080,INPATIENT,ISOSORBIDE DINITRATE 10MG TABS,,,250,$15.00 ,$12.00 ,$12.90 ,$12.90 ,$12.90 ,,$12.75 ,$12.75 ,$12.30 ,$12.75 ,$12.75 ,,$12.75 ,$12.75 ,$12.75 ,$12.75 ,,$13.95 ,$13.95 ,$13.95 ,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,,$13.50 ,,,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$12.30 ,$13.95 
IP_RX-81000000-ERX11135,INPATIENT,VITAMIN A & D OINT 5 G PACKET,,,250,$2.00 ,$1.60 ,$1.72 ,$1.72 ,$1.72 ,,$1.70 ,$1.70 ,$1.64 ,$1.70 ,$1.70 ,,$1.70 ,$1.70 ,$1.70 ,$1.70 ,,$1.86 ,$1.86 ,$1.86 ,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,,$1.80 ,,,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.64 ,$1.86 
IP_RX-81000000-ERX11158,INPATIENT,ZINC OXIDE 20% OINT 28.4 G TUBE,,,250,$14.99 ,$11.99 ,$12.89 ,$12.89 ,$12.89 ,,$12.74 ,$12.74 ,$12.29 ,$12.74 ,$12.74 ,,$12.74 ,$12.74 ,$12.74 ,$12.74 ,,$13.94 ,$13.94 ,$13.94 ,$13.49 ,$13.49 ,$13.49 ,,$13.49 ,,$13.49 ,,,$13.49 ,$13.49 ,$13.49 ,,$13.49 ,$13.49 ,$12.29 ,$13.94 
IP_RX-81000000-ERX11242,INPATIENT,BENZOCAINE 20% SOLN,,,250,$2.00 ,$1.60 ,$1.72 ,$1.72 ,$1.72 ,,$1.70 ,$1.70 ,$1.64 ,$1.70 ,$1.70 ,,$1.70 ,$1.70 ,$1.70 ,$1.70 ,,$1.86 ,$1.86 ,$1.86 ,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,,$1.80 ,,,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.64 ,$1.86 
IP_RX-81000000-ERX1127,INPATIENT,AMITRIPTYLINE 10MG TABS,,,250,$15.00 ,$12.00 ,$12.90 ,$12.90 ,$12.90 ,,$12.75 ,$12.75 ,$12.30 ,$12.75 ,$12.75 ,,$12.75 ,$12.75 ,$12.75 ,$12.75 ,,$13.95 ,$13.95 ,$13.95 ,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,,$13.50 ,,,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$12.30 ,$13.95 
IP_RX-81000000-ERX1130,INPATIENT,AMITRIPTYLINE 25MG TABS,,,250,$7.50 ,$6.00 ,$6.45 ,$6.45 ,$6.45 ,,$6.38 ,$6.38 ,$6.15 ,$6.38 ,$6.38 ,,$6.38 ,$6.38 ,$6.38 ,$6.38 ,,$6.98 ,$6.98 ,$6.98 ,$6.75 ,$6.75 ,$6.75 ,,$6.75 ,,$6.75 ,,,$6.75 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.15 ,$6.98 
IP_RX-81000000-ERX11417,INPATIENT,KETOROLAC 0.5% SOLN 5 ML BOTTLE,,,250,$30.00 ,$24.00 ,$25.80 ,$25.80 ,$25.80 ,,$25.50 ,$25.50 ,$24.60 ,$25.50 ,$25.50 ,,$25.50 ,$25.50 ,$25.50 ,$25.50 ,,$27.90 ,$27.90 ,$27.90 ,$27.00 ,$27.00 ,$27.00 ,,$27.00 ,,$27.00 ,,,$27.00 ,$27.00 ,$27.00 ,,$27.00 ,$27.00 ,$24.60 ,$27.90 
IP_RX-81000000-ERX11479,INPATIENT,KETAMINE 100MG/ML SOLN 5 ML VIAL,J3490,,250,$90.00 ,$72.00 ,$77.40 ,$77.40 ,$77.40 ,,$76.50 ,$76.50 ,$73.80 ,$76.50 ,$76.50 ,,$76.50 ,$76.50 ,$76.50 ,$76.50 ,,$83.70 ,$83.70 ,$83.70 ,$81.00 ,$81.00 ,$81.00 ,,$81.00 ,,$81.00 ,,,$81.00 ,$81.00 ,$81.00 ,,$81.00 ,$81.00 ,$73.80 ,$83.70 
IP_RX-81000000-ERX11480,INPATIENT,KETAMINE 50MG/ML SOLN 10 ML VIAL,J3490,,250,$90.00 ,$72.00 ,$77.40 ,$77.40 ,$77.40 ,,$76.50 ,$76.50 ,$73.80 ,$76.50 ,$76.50 ,,$76.50 ,$76.50 ,$76.50 ,$76.50 ,,$83.70 ,$83.70 ,$83.70 ,$81.00 ,$81.00 ,$81.00 ,,$81.00 ,,$81.00 ,,,$81.00 ,$81.00 ,$81.00 ,,$81.00 ,$81.00 ,$73.80 ,$83.70 
IP_RX-81000000-ERX115474,INPATIENT,METOPROLOL 5MG/5ML SOLN,J3490,,250,$75.00 ,$60.00 ,$64.50 ,$64.50 ,$64.50 ,,$63.75 ,$63.75 ,$61.50 ,$63.75 ,$63.75 ,,$63.75 ,$63.75 ,$63.75 ,$63.75 ,,$69.75 ,$69.75 ,$69.75 ,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,,$67.50 ,,,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$61.50 ,$69.75 
IP_RX-81000000-ERX1157,INPATIENT,AMOXICILLIN 250MG CAPS,,,250,$7.50 ,$6.00 ,$6.45 ,$6.45 ,$6.45 ,,$6.38 ,$6.38 ,$6.15 ,$6.38 ,$6.38 ,,$6.38 ,$6.38 ,$6.38 ,$6.38 ,,$6.98 ,$6.98 ,$6.98 ,$6.75 ,$6.75 ,$6.75 ,,$6.75 ,,$6.75 ,,,$6.75 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.15 ,$6.98 
IP_RX-81000000-ERX11603,INPATIENT,TIMOLOL MALEATE 0.5% SOLN 5 ML BOTTLE,,,250,$85.00 ,$68.00 ,$73.10 ,$73.10 ,$73.10 ,,$72.25 ,$72.25 ,$69.70 ,$72.25 ,$72.25 ,,$72.25 ,$72.25 ,$72.25 ,$72.25 ,,$79.05 ,$79.05 ,$79.05 ,$76.50 ,$76.50 ,$76.50 ,,$76.50 ,,$76.50 ,,,$76.50 ,$76.50 ,$76.50 ,,$76.50 ,$76.50 ,$69.70 ,$79.05 
IP_RX-81000000-ERX1161,INPATIENT,AMOXICILLIN 250MG/5ML SUSR,,,250,$10.98 ,$8.78 ,$9.44 ,$9.44 ,$9.44 ,,$9.33 ,$9.33 ,$9.00 ,$9.33 ,$9.33 ,,$9.33 ,$9.33 ,$9.33 ,$9.33 ,,$10.21 ,$10.21 ,$10.21 ,$9.88 ,$9.88 ,$9.88 ,,$9.88 ,,$9.88 ,,,$9.88 ,$9.88 ,$9.88 ,,$9.88 ,$9.88 ,$9.00 ,$10.21 
IP_RX-81000000-ERX116700,INPATIENT,LACTOBACILLUS PACK,,,250,$2.00 ,$1.60 ,$1.72 ,$1.72 ,$1.72 ,,$1.70 ,$1.70 ,$1.64 ,$1.70 ,$1.70 ,,$1.70 ,$1.70 ,$1.70 ,$1.70 ,,$1.86 ,$1.86 ,$1.86 ,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,,$1.80 ,,,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.64 ,$1.86 
IP_RX-81000000-ERX11714,INPATIENT,LACTOBACILLUS PACK,,,250,$2.00 ,$1.60 ,$1.72 ,$1.72 ,$1.72 ,,$1.70 ,$1.70 ,$1.64 ,$1.70 ,$1.70 ,,$1.70 ,$1.70 ,$1.70 ,$1.70 ,,$1.86 ,$1.86 ,$1.86 ,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,,$1.80 ,,,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.64 ,$1.86 
IP_RX-81000000-ERX118688,INPATIENT,NICARDIPINE 0.2MG/ML SOLN,,,250,"$1,220.00 ",$976.00 ,"$1,049.20 ","$1,049.20 ","$1,049.20 ",,"$1,037.00 ","$1,037.00 ","$1,000.40 ","$1,037.00 ","$1,037.00 ",,"$1,037.00 ","$1,037.00 ","$1,037.00 ","$1,037.00 ",,"$1,134.60 ","$1,134.60 ","$1,134.60 ","$1,098.00 ","$1,098.00 ","$1,098.00 ",,"$1,098.00 ",,"$1,098.00 ",,,"$1,098.00 ","$1,098.00 ","$1,098.00 ",,"$1,098.00 ","$1,098.00 ","$1,000.40 ","$1,134.60 "
IP_RX-81000000-ERX11998,INPATIENT,LEVOTHYROXINE 25MCG TABS,,,250,$7.50 ,$6.00 ,$6.45 ,$6.45 ,$6.45 ,,$6.38 ,$6.38 ,$6.15 ,$6.38 ,$6.38 ,,$6.38 ,$6.38 ,$6.38 ,$6.38 ,,$6.98 ,$6.98 ,$6.98 ,$6.75 ,$6.75 ,$6.75 ,,$6.75 ,,$6.75 ,,,$6.75 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.15 ,$6.98 
IP_RX-81000000-ERX12001,INPATIENT,LEVOTHYROXINE 100MCG TABS,,,250,$15.00 ,$12.00 ,$12.90 ,$12.90 ,$12.90 ,,$12.75 ,$12.75 ,$12.30 ,$12.75 ,$12.75 ,,$12.75 ,$12.75 ,$12.75 ,$12.75 ,,$13.95 ,$13.95 ,$13.95 ,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,,$13.50 ,,,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$12.30 ,$13.95 
IP_RX-81000000-ERX12076,INPATIENT,LIDOCAINE 4% SOLN 50 ML BOTTLE,,,250,$323.25 ,$258.60 ,$278.00 ,$278.00 ,$278.00 ,,$274.76 ,$274.76 ,$265.07 ,$274.76 ,$274.76 ,,$274.76 ,$274.76 ,$274.76 ,$274.76 ,,$300.62 ,$300.62 ,$300.62 ,$290.93 ,$290.93 ,$290.93 ,,$290.93 ,,$290.93 ,,,$290.93 ,$290.93 ,$290.93 ,,$290.93 ,$290.93 ,$265.07 ,$300.62 
IP_RX-81000000-ERX12248,INPATIENT,LISINOPRIL 20MG TABS,,,250,$15.00 ,$12.00 ,$12.90 ,$12.90 ,$12.90 ,,$12.75 ,$12.75 ,$12.30 ,$12.75 ,$12.75 ,,$12.75 ,$12.75 ,$12.75 ,$12.75 ,,$13.95 ,$13.95 ,$13.95 ,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,,$13.50 ,,,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$12.30 ,$13.95 
IP_RX-81000000-ERX122572,INPATIENT,LEVONORGESTREL 1.5MG TABS,,,250,$13.97 ,$11.18 ,$12.01 ,$12.01 ,$12.01 ,,$11.87 ,$11.87 ,$11.46 ,$11.87 ,$11.87 ,,$11.87 ,$11.87 ,$11.87 ,$11.87 ,,$12.99 ,$12.99 ,$12.99 ,$12.57 ,$12.57 ,$12.57 ,,$12.57 ,,$12.57 ,,,$12.57 ,$12.57 ,$12.57 ,,$12.57 ,$12.57 ,$11.46 ,$12.99 
IP_RX-81000000-ERX12258,INPATIENT,LITHIUM CARBONATE 300MG CAPS,,,250,$15.00 ,$12.00 ,$12.90 ,$12.90 ,$12.90 ,,$12.75 ,$12.75 ,$12.30 ,$12.75 ,$12.75 ,,$12.75 ,$12.75 ,$12.75 ,$12.75 ,,$13.95 ,$13.95 ,$13.95 ,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,,$13.50 ,,,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$12.30 ,$13.95 
IP_RX-81000000-ERX12371,INPATIENT,LOPERAMIDE 2MG CAPS,,,250,$2.00 ,$1.60 ,$1.72 ,$1.72 ,$1.72 ,,$1.70 ,$1.70 ,$1.64 ,$1.70 ,$1.70 ,,$1.70 ,$1.70 ,$1.70 ,$1.70 ,,$1.86 ,$1.86 ,$1.86 ,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,,$1.80 ,,,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.64 ,$1.86 
IP_RX-81000000-ERX12393,INPATIENT,LORAZEPAM 0.5MG TABS,,,250,$40.00 ,$32.00 ,$34.40 ,$34.40 ,$34.40 ,,$34.00 ,$34.00 ,$32.80 ,$34.00 ,$34.00 ,,$34.00 ,$34.00 ,$34.00 ,$34.00 ,,$37.20 ,$37.20 ,$37.20 ,$36.00 ,$36.00 ,$36.00 ,,$36.00 ,,$36.00 ,,,$36.00 ,$36.00 ,$36.00 ,,$36.00 ,$36.00 ,$32.80 ,$37.20 
IP_RX-81000000-ERX12394,INPATIENT,LORAZEPAM 1MG TABS,,,250,$40.00 ,$32.00 ,$34.40 ,$34.40 ,$34.40 ,,$34.00 ,$34.00 ,$32.80 ,$34.00 ,$34.00 ,,$34.00 ,$34.00 ,$34.00 ,$34.00 ,,$37.20 ,$37.20 ,$37.20 ,$36.00 ,$36.00 ,$36.00 ,,$36.00 ,,$36.00 ,,,$36.00 ,$36.00 ,$36.00 ,,$36.00 ,$36.00 ,$32.80 ,$37.20 
IP_RX-81000000-ERX125164,INPATIENT,TAMSULOSIN 0.4MG CAPS,,,250,$23.18 ,$18.54 ,$19.93 ,$19.93 ,$19.93 ,,$19.70 ,$19.70 ,$19.01 ,$19.70 ,$19.70 ,,$19.70 ,$19.70 ,$19.70 ,$19.70 ,,$21.56 ,$21.56 ,$21.56 ,$20.86 ,$20.86 ,$20.86 ,,$20.86 ,,$20.86 ,,,$20.86 ,$20.86 ,$20.86 ,,$20.86 ,$20.86 ,$19.01 ,$21.56 
IP_RX-81000000-ERX125814,INPATIENT,RIFAXIMIN 550 MG TABS,,,250,$178.52 ,$142.82 ,$153.53 ,$153.53 ,$153.53 ,,$151.74 ,$151.74 ,$146.39 ,$151.74 ,$151.74 ,,$151.74 ,$151.74 ,$151.74 ,$151.74 ,,$166.02 ,$166.02 ,$166.02 ,$160.67 ,$160.67 ,$160.67 ,,$160.67 ,,$160.67 ,,,$160.67 ,$160.67 ,$160.67 ,,$160.67 ,$160.67 ,$146.39 ,$166.02 
IP_RX-81000000-ERX12712,INPATIENT,MAGNESIUM CITRATE SOLN 296 ML BOTTLE,,,250,$2.00 ,$1.60 ,$1.72 ,$1.72 ,$1.72 ,,$1.70 ,$1.70 ,$1.64 ,$1.70 ,$1.70 ,,$1.70 ,$1.70 ,$1.70 ,$1.70 ,,$1.86 ,$1.86 ,$1.86 ,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,,$1.80 ,,,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.64 ,$1.86 
IP_RX-81000000-ERX12718,INPATIENT,MAGNESIUM OXIDE 500MG TABS,,,250,$2.00 ,$1.60 ,$1.72 ,$1.72 ,$1.72 ,,$1.70 ,$1.70 ,$1.64 ,$1.70 ,$1.70 ,,$1.70 ,$1.70 ,$1.70 ,$1.70 ,,$1.86 ,$1.86 ,$1.86 ,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,,$1.80 ,,,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.64 ,$1.86 
IP_RX-81000000-ERX12792,INPATIENT,MANNITOL 20% SOLN,,,250,$230.75 ,$184.60 ,$198.45 ,$198.45 ,$198.45 ,,$196.14 ,$196.14 ,$189.22 ,$196.14 ,$196.14 ,,$196.14 ,$196.14 ,$196.14 ,$196.14 ,,$214.60 ,$214.60 ,$214.60 ,$207.68 ,$207.68 ,$207.68 ,,$207.68 ,,$207.68 ,,,$207.68 ,$207.68 ,$207.68 ,,$207.68 ,$207.68 ,$189.22 ,$214.60 
IP_RX-81000000-ERX128027,INPATIENT,"BUPIVACAINE/EPINEPHRINE PF 0.25%-1:200,000 SOLN 30 ML VIAL",,,250,$37.50 ,$30.00 ,$32.25 ,$32.25 ,$32.25 ,,$31.88 ,$31.88 ,$30.75 ,$31.88 ,$31.88 ,,$31.88 ,$31.88 ,$31.88 ,$31.88 ,,$34.88 ,$34.88 ,$34.88 ,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,,$33.75 ,,,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,$33.75 ,$30.75 ,$34.88 
IP_RX-81000000-ERX128028,INPATIENT,"BUPIVACAINE/EPINEPHRINE PF 0.5%-1:200,000 SOLN",,,250,$37.50 ,$30.00 ,$32.25 ,$32.25 ,$32.25 ,,$31.88 ,$31.88 ,$30.75 ,$31.88 ,$31.88 ,,$31.88 ,$31.88 ,$31.88 ,$31.88 ,,$34.88 ,$34.88 ,$34.88 ,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,,$33.75 ,,,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,$33.75 ,$30.75 ,$34.88 
IP_RX-81000000-ERX128034,INPATIENT,NA SULFATE-K SULFATE-MG SULFATE 17.5-3.13-1.6 GM/177ML SOLN 177 ML BOTTLE,,,250,$327.45 ,$261.96 ,$281.61 ,$281.61 ,$281.61 ,,$278.33 ,$278.33 ,$268.51 ,$278.33 ,$278.33 ,,$278.33 ,$278.33 ,$278.33 ,$278.33 ,,$304.53 ,$304.53 ,$304.53 ,$294.71 ,$294.71 ,$294.71 ,,$294.71 ,,$294.71 ,,,$294.71 ,$294.71 ,$294.71 ,,$294.71 ,$294.71 ,$268.51 ,$304.53 
IP_RX-81000000-ERX128064,INPATIENT,BUPRENORPHINE/NALOXONE SL 8MG/2MG FILM,,,250,$57.14 ,$45.71 ,$49.14 ,$49.14 ,$49.14 ,,$48.57 ,$48.57 ,$46.85 ,$48.57 ,$48.57 ,,$48.57 ,$48.57 ,$48.57 ,$48.57 ,,$53.14 ,$53.14 ,$53.14 ,$51.43 ,$51.43 ,$51.43 ,,$51.43 ,,$51.43 ,,,$51.43 ,$51.43 ,$51.43 ,,$51.43 ,$51.43 ,$46.85 ,$53.14 
IP_RX-81000000-ERX128528,INPATIENT,DABIGATRAN ETEXILATE 150MG CAPS,,,250,$54.56 ,$43.65 ,$46.92 ,$46.92 ,$46.92 ,,$46.38 ,$46.38 ,$44.74 ,$46.38 ,$46.38 ,,$46.38 ,$46.38 ,$46.38 ,$46.38 ,,$50.74 ,$50.74 ,$50.74 ,$49.10 ,$49.10 ,$49.10 ,,$49.10 ,,$49.10 ,,,$49.10 ,$49.10 ,$49.10 ,,$49.10 ,$49.10 ,$44.74 ,$50.74 
IP_RX-81000000-ERX13087,INPATIENT,MEDROXYPROGESTERONE 2.5MG TABS,,,250,$2.56 ,$2.05 ,$2.20 ,$2.20 ,$2.20 ,,$2.18 ,$2.18 ,$2.10 ,$2.18 ,$2.18 ,,$2.18 ,$2.18 ,$2.18 ,$2.18 ,,$2.38 ,$2.38 ,$2.38 ,$2.30 ,$2.30 ,$2.30 ,,$2.30 ,,$2.30 ,,,$2.30 ,$2.30 ,$2.30 ,,$2.30 ,$2.30 ,$2.10 ,$2.38 
IP_RX-81000000-ERX131727,INPATIENT,FIDAXOMICIN 200MG TABS,,,250,$805.54 ,$644.43 ,$692.76 ,$692.76 ,$692.76 ,,$684.71 ,$684.71 ,$660.54 ,$684.71 ,$684.71 ,,$684.71 ,$684.71 ,$684.71 ,$684.71 ,,$749.15 ,$749.15 ,$749.15 ,$724.99 ,$724.99 ,$724.99 ,,$724.99 ,,$724.99 ,,,$724.99 ,$724.99 ,$724.99 ,,$724.99 ,$724.99 ,$660.54 ,$749.15 
IP_RX-81000000-ERX132480,INPATIENT,RIVAROXABAN 10MG TABS,,,250,$62.00 ,$49.60 ,$53.32 ,$53.32 ,$53.32 ,,$52.70 ,$52.70 ,$50.84 ,$52.70 ,$52.70 ,,$52.70 ,$52.70 ,$52.70 ,$52.70 ,,$57.66 ,$57.66 ,$57.66 ,$55.80 ,$55.80 ,$55.80 ,,$55.80 ,,$55.80 ,,,$55.80 ,$55.80 ,$55.80 ,,$55.80 ,$55.80 ,$50.84 ,$57.66 
IP_RX-81000000-ERX132650,INPATIENT,OSELTAMIVIR 6MG/ML SUSR,,,250,$75.95 ,$60.76 ,$65.32 ,$65.32 ,$65.32 ,,$64.56 ,$64.56 ,$62.28 ,$64.56 ,$64.56 ,,$64.56 ,$64.56 ,$64.56 ,$64.56 ,,$70.63 ,$70.63 ,$70.63 ,$68.36 ,$68.36 ,$68.36 ,,$68.36 ,,$68.36 ,,,$68.36 ,$68.36 ,$68.36 ,,$68.36 ,$68.36 ,$62.28 ,$70.63 
IP_RX-81000000-ERX133440,INPATIENT,FERROUS SULFATE EC 324MG TBEC,,,250,$2.00 ,$1.60 ,$1.72 ,$1.72 ,$1.72 ,,$1.70 ,$1.70 ,$1.64 ,$1.70 ,$1.70 ,,$1.70 ,$1.70 ,$1.70 ,$1.70 ,,$1.86 ,$1.86 ,$1.86 ,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,,$1.80 ,,,$1.80 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.64 ,$1.86 
IP_RX-81000000-ERX13364,INPATIENT,METHOCARBAMOL 500MG TABS,,,250,$15.00 ,$12.00 ,$12.90 ,$12.90 ,$12.90 ,,$12.75 ,$12.75 ,$12.30 ,$12.75 ,$12.75 ,,$12.75 ,$12.75 ,$12.75 ,$12.75 ,,$13.95 ,$13.95 ,$13.95 ,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,,$13.50 ,,,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$12.30 ,$13.95 
