Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Central California Alliance for Health,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
IP_RX-81000000-ERX12001,INPATIENT,LEVOTHYROXINE 100MCG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX12004,INPATIENT,LEVOTHYROXINE 200MCG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX12076,INPATIENT,LIDOCAINE 4% SOLN 50 ML BOTTLE,,,250,$323.25 ,$193.95 ,$265.07 ,$248.90 ,,,$265.07 ,$248.90 ,,,,,,,,,,$265.07 ,$248.90 ,,$265.07 ,$248.90 ,,,$245.67 ,,$252.14 ,,,$265.07 ,$248.90 ,,,,,$245.67 ,$265.07 
IP_RX-81000000-ERX121580,INPATIENT,CIPROFLOXACIN 0.2% SOLN,,,250,$37.19 ,$22.31 ,$30.50 ,$28.64 ,,,$30.50 ,$28.64 ,,,,,,,,,,$30.50 ,$28.64 ,,$30.50 ,$28.64 ,,,$28.26 ,,$29.01 ,,,$30.50 ,$28.64 ,,,,,$28.26 ,$30.50 
IP_RX-81000000-ERX12257,INPATIENT,LITHIUM CARBONATE 150MG CAPS,,,250,$7.50 ,$4.50 ,$6.15 ,$5.78 ,,,$6.15 ,$5.78 ,,,,,,,,,,$6.15 ,$5.78 ,,$6.15 ,$5.78 ,,,$5.70 ,,$5.85 ,,,$6.15 ,$5.78 ,,,,,$5.70 ,$6.15 
IP_RX-81000000-ERX12371,INPATIENT,LOPERAMIDE 2MG CAPS,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX12394,INPATIENT,LORAZEPAM 1MG TABS,,,250,$40.00 ,$24.00 ,$32.80 ,$30.80 ,,,$32.80 ,$30.80 ,,,,,,,,,,$32.80 ,$30.80 ,,$32.80 ,$30.80 ,,,$30.40 ,,$31.20 ,,,$32.80 ,$30.80 ,,,,,$30.40 ,$32.80 
IP_RX-81000000-ERX125164,INPATIENT,TAMSULOSIN 0.4MG CAPS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX126177,INPATIENT,TRANEXAMIC ACID 650MG TABS,Z7610,69918-301-30,250,$20.86 ,$12.52 ,$17.11 ,$16.06 ,,,$17.11 ,$16.06 ,,,,,,,,,,$17.11 ,$16.06 ,,$17.11 ,$16.06 ,,,$15.85 ,,$16.27 ,,,$17.11 ,$16.06 ,,,,,$15.85 ,$17.11 
IP_RX-81000000-ERX12712,INPATIENT,MAGNESIUM CITRATE SOLN 296 ML BOTTLE,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX128028,INPATIENT,"BUPIVACAINE/EPINEPHRINE PF 0.5%-1:200,000 SOLN",,,250,$83.16 ,$49.90 ,$68.19 ,$64.03 ,,,$68.19 ,$64.03 ,,,,,,,,,,$68.19 ,$64.03 ,,$68.19 ,$64.03 ,,,$63.20 ,,$64.86 ,,,$68.19 ,$64.03 ,,,,,$63.20 ,$68.19 
IP_RX-81000000-ERX128136,INPATIENT,NEOMYCIN/POLYMYXIN/DEXAMETHASONE 3.5-10000-0.1 OINT 3.5 G TUBE,,,250,$99.30 ,$59.58 ,$81.43 ,$76.46 ,,,$81.43 ,$76.46 ,,,,,,,,,,$81.43 ,$76.46 ,,$81.43 ,$76.46 ,,,$75.47 ,,$77.45 ,,,$81.43 ,$76.46 ,,,,,$75.47 ,$81.43 
IP_RX-81000000-ERX132480,INPATIENT,RIVAROXABAN 10MG TABS,,,250,$62.00 ,$37.20 ,$50.84 ,$47.74 ,,,$50.84 ,$47.74 ,,,,,,,,,,$50.84 ,$47.74 ,,$50.84 ,$47.74 ,,,$47.12 ,,$48.36 ,,,$50.84 ,$47.74 ,,,,,$47.12 ,$50.84 
IP_RX-81000000-ERX133440,INPATIENT,FERROUS SULFATE EC 324MG TBEC,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX13402,INPATIENT,METHYLENE BLUE 1% SOLN,,,250,$140.95 ,$84.57 ,$115.58 ,$108.53 ,,,$115.58 ,$108.53 ,,,,,,,,,,$115.58 ,$108.53 ,,$115.58 ,$108.53 ,,,$107.12 ,,$109.94 ,,,$115.58 ,$108.53 ,,,,,$107.12 ,$115.58 
IP_RX-81000000-ERX13442,INPATIENT,METOCLOPRAMIDE 10MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX13460,INPATIENT,METRONIDAZOLE 250MG TABS,,,250,$7.50 ,$4.50 ,$6.15 ,$5.78 ,,,$6.15 ,$5.78 ,,,,,,,,,,$6.15 ,$5.78 ,,$6.15 ,$5.78 ,,,$5.70 ,,$5.85 ,,,$6.15 ,$5.78 ,,,,,$5.70 ,$6.15 
IP_RX-81000000-ERX13616,INPATIENT,MINERAL OIL OIL,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX13958,INPATIENT,CALCIUM CARBONATE 500MG CHEW,,,250,$1.00 ,$0.60 ,$0.82 ,$0.77 ,,,$0.82 ,$0.77 ,,,,,,,,,,$0.82 ,$0.77 ,,$0.82 ,$0.77 ,,,$0.76 ,,$0.78 ,,,$0.82 ,$0.77 ,,,,,$0.76 ,$0.82 
IP_RX-81000000-ERX14014,INPATIENT,"LIDOCAINE/EPINEPHRINE 1.5%-1:200,000 SOLN 5 ML AMPULE",,,250,$75.00 ,$45.00 ,$61.50 ,$57.75 ,,,$61.50 ,$57.75 ,,,,,,,,,,$61.50 ,$57.75 ,,$61.50 ,$57.75 ,,,$57.00 ,,$58.50 ,,,$61.50 ,$57.75 ,,,,,$57.00 ,$61.50 
IP_RX-81000000-ERX14016,INPATIENT,"LIDOCAINE/EPINEPHRINE 2%-1:200,000 SOLN",,,250,$75.00 ,$45.00 ,$61.50 ,$57.75 ,,,$61.50 ,$57.75 ,,,,,,,,,,$61.50 ,$57.75 ,,$61.50 ,$57.75 ,,,$57.00 ,,$58.50 ,,,$61.50 ,$57.75 ,,,,,$57.00 ,$61.50 
IP_RX-81000000-ERX144159,INPATIENT,"BUPIVACAINE/EPINEPHRINE (PF) 0.75%-1:200,000 SOLN",,,250,$85.26 ,$51.16 ,$69.91 ,$65.65 ,,,$69.91 ,$65.65 ,,,,,,,,,,$69.91 ,$65.65 ,,$69.91 ,$65.65 ,,,$64.80 ,,$66.50 ,,,$69.91 ,$65.65 ,,,,,$64.80 ,$69.91 
IP_RX-81000000-ERX14430,INPATIENT,NAPROXEN 250MG TABS,,,250,$1.00 ,$0.60 ,$0.82 ,$0.77 ,,,$0.82 ,$0.77 ,,,,,,,,,,$0.82 ,$0.77 ,,$0.82 ,$0.77 ,,,$0.76 ,,$0.78 ,,,$0.82 ,$0.77 ,,,,,$0.76 ,$0.82 
IP_RX-81000000-ERX14508,INPATIENT,ATORVASTATIN 20MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX14671,INPATIENT,HYDROCODONE/ACETAMINOPHEN 10MG/325MG TABS,,,250,$40.00 ,$24.00 ,$32.80 ,$30.80 ,,,$32.80 ,$30.80 ,,,,,,,,,,$32.80 ,$30.80 ,,$32.80 ,$30.80 ,,,$30.40 ,,$31.20 ,,,$32.80 ,$30.80 ,,,,,$30.40 ,$32.80 
IP_RX-81000000-ERX14873,INPATIENT,NIFEDIPINE 10MG CAPS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX15010,INPATIENT,NITROGLYCERIN SL 0.4MG SUBL 25 EACH BOTTLE,,,250,$127.00 ,$76.20 ,$104.14 ,$97.79 ,,,$104.14 ,$97.79 ,,,,,,,,,,$104.14 ,$97.79 ,,$104.14 ,$97.79 ,,,$96.52 ,,$99.06 ,,,$104.14 ,$97.79 ,,,,,$96.52 ,$104.14 
IP_RX-81000000-ERX15012,INPATIENT,NITROGLYCERIN 2% OINT,,,250,$15.16 ,$9.10 ,$12.43 ,$11.67 ,,,$12.43 ,$11.67 ,,,,,,,,,,$12.43 ,$11.67 ,,$12.43 ,$11.67 ,,,$11.52 ,,$11.82 ,,,$12.43 ,$11.67 ,,,,,$11.52 ,$12.43 
IP_RX-81000000-ERX150471,INPATIENT,APIXABAN 2.5MG TABS,,,250,$42.33 ,$25.40 ,$34.71 ,$32.59 ,,,$34.71 ,$32.59 ,,,,,,,,,,$34.71 ,$32.59 ,,$34.71 ,$32.59 ,,,$32.17 ,,$33.02 ,,,$34.71 ,$32.59 ,,,,,$32.17 ,$34.71 
IP_RX-81000000-ERX151273,INPATIENT,GLYCOPYRROLATE 0.4MG/2ML SOLN,J3490,0517-4602-25,250,$100.63 ,$60.38 ,$82.52 ,$77.49 ,,,$82.52 ,$77.49 ,,,,,,,,,,$82.52 ,$77.49 ,,$82.52 ,$77.49 ,,,$76.48 ,,$78.49 ,,,$82.52 ,$77.49 ,,,,,$76.48 ,$82.52 
IP_RX-81000000-ERX151284,INPATIENT,MORPHINE 12HR-CR 15MG TBCR,,,250,$40.00 ,$24.00 ,$32.80 ,$30.80 ,,,$32.80 ,$30.80 ,,,,,,,,,,$32.80 ,$30.80 ,,$32.80 ,$30.80 ,,,$30.40 ,,$31.20 ,,,$32.80 ,$30.80 ,,,,,$30.40 ,$32.80 
IP_RX-81000000-ERX15185,INPATIENT,NORTRIPTYLINE 10MG CAPS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX151918,INPATIENT,DEXMEDETOMIDINE 4MCG/ML SOLN,,,250,$75.00 ,$45.00 ,$61.50 ,$57.75 ,,,$61.50 ,$57.75 ,,,,,,,,,,$61.50 ,$57.75 ,,$61.50 ,$57.75 ,,,$57.00 ,,$58.50 ,,,$61.50 ,$57.75 ,,,,,$57.00 ,$61.50 
IP_RX-81000000-ERX153859,INPATIENT,OXYCODONE ER 10MG T12A,,,250,$40.00 ,$24.00 ,$32.80 ,$30.80 ,,,$32.80 ,$30.80 ,,,,,,,,,,$32.80 ,$30.80 ,,$32.80 ,$30.80 ,,,$30.40 ,,$31.20 ,,,$32.80 ,$30.80 ,,,,,$30.40 ,$32.80 
IP_RX-81000000-ERX154043,INPATIENT,DEXMEDETOMIDINE 200MCG/2ML SOLN,,,250,$75.00 ,$45.00 ,$61.50 ,$57.75 ,,,$61.50 ,$57.75 ,,,,,,,,,,$61.50 ,$57.75 ,,$61.50 ,$57.75 ,,,$57.00 ,,$58.50 ,,,$61.50 ,$57.75 ,,,,,$57.00 ,$61.50 
IP_RX-81000000-ERX155808,INPATIENT,TOBRAMYCIN 0.3% OINT 3.5 G TUBE,,,250,"$1,028.92 ",$617.35 ,$843.71 ,$792.27 ,,,$843.71 ,$792.27 ,,,,,,,,,,$843.71 ,$792.27 ,,$843.71 ,$792.27 ,,,$781.98 ,,$802.56 ,,,$843.71 ,$792.27 ,,,,,$781.98 ,$843.71 
IP_RX-81000000-ERX156787,INPATIENT,CETIRIZINE 1MG/ML SOLN,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX158610,INPATIENT,VASOPRESSIN 20 UNITS/ML SOLN 1 ML VIAL,,,250,$178.40 ,$107.04 ,$146.29 ,$137.37 ,,,$146.29 ,$137.37 ,,,,,,,,,,$146.29 ,$137.37 ,,$146.29 ,$137.37 ,,,$135.58 ,,$139.15 ,,,$146.29 ,$137.37 ,,,,,$135.58 ,$146.29 
IP_RX-81000000-ERX159542,INPATIENT,SCOPOLAMINE 1.5MG PATCH (1MG/72 HRS) PT72,,,250,$100.00 ,$60.00 ,$82.00 ,$77.00 ,,,$82.00 ,$77.00 ,,,,,,,,,,$82.00 ,$77.00 ,,$82.00 ,$77.00 ,,,$76.00 ,,$78.00 ,,,$82.00 ,$77.00 ,,,,,$76.00 ,$82.00 
IP_RX-81000000-ERX15987,INPATIENT,OXYBUTYNIN 5MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX15990,INPATIENT,OXYCODONE/ACETAMINOPHEN 5MG/325MG TABS,,,250,$40.00 ,$24.00 ,$32.80 ,$30.80 ,,,$32.80 ,$30.80 ,,,,,,,,,,$32.80 ,$30.80 ,,$32.80 ,$30.80 ,,,$30.40 ,,$31.20 ,,,$32.80 ,$30.80 ,,,,,$30.40 ,$32.80 
IP_RX-81000000-ERX15996,INPATIENT,OXYMETAZOLINE 0.05% SOLN 30 ML BOTTLE,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX16798,INPATIENT,PHENAZOPYRIDINE 100MG TABS,,,250,$1.00 ,$0.60 ,$0.82 ,$0.77 ,,,$0.82 ,$0.77 ,,,,,,,,,,$0.82 ,$0.77 ,,$0.82 ,$0.77 ,,,$0.76 ,,$0.78 ,,,$0.82 ,$0.77 ,,,,,$0.76 ,$0.82 
IP_RX-81000000-ERX168236,INPATIENT,SUGAMMADEX 200MG/2ML SOLN,,,250,$900.28 ,$540.17 ,$738.23 ,$693.22 ,,,$738.23 ,$693.22 ,,,,,,,,,,$738.23 ,$693.22 ,,$738.23 ,$693.22 ,,,$684.21 ,,$702.22 ,,,$738.23 ,$693.22 ,,,,,$684.21 ,$738.23 
IP_RX-81000000-ERX168238,INPATIENT,SUGAMMADEX 500MG/5ML SOLN,,,250,$598.42 ,$359.05 ,$490.70 ,$460.78 ,,,$490.70 ,$460.78 ,,,,,,,,,,$490.70 ,$460.78 ,,$490.70 ,$460.78 ,,,$454.80 ,,$466.77 ,,,$490.70 ,$460.78 ,,,,,$454.80 ,$490.70 
IP_RX-81000000-ERX16902,INPATIENT,PHENYLEPHRINE 0.5% SOLN 15 ML BOTTLE,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX16903,INPATIENT,PHENYLEPHRINE 1% SOLN 15 ML BOTTLE,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX17017,INPATIENT,PILOCARPINE 1% SOLN 15 ML BOTTLE,,,250,$379.26 ,$227.56 ,$310.99 ,$292.03 ,,,$310.99 ,$292.03 ,,,,,,,,,,$310.99 ,$292.03 ,,$310.99 ,$292.03 ,,,$288.24 ,,$295.82 ,,,$310.99 ,$292.03 ,,,,,$288.24 ,$310.99 
IP_RX-81000000-ERX174040,INPATIENT,"TRANEXAMIC ACID 1,000MG/10ML SOLN",,,250,$75.00 ,$45.00 ,$61.50 ,$57.75 ,,,$61.50 ,$57.75 ,,,,,,,,,,$61.50 ,$57.75 ,,$61.50 ,$57.75 ,,,$57.00 ,,$58.50 ,,,$61.50 ,$57.75 ,,,,,$57.00 ,$61.50 
IP_RX-81000000-ERX17422,INPATIENT,"LIDOCAINE/EPINEPHRINE 0.5%-1:200,000 SOLN 50 ML VIAL",,,250,$75.00 ,$45.00 ,$61.50 ,$57.75 ,,,$61.50 ,$57.75 ,,,,,,,,,,$61.50 ,$57.75 ,,$61.50 ,$57.75 ,,,$57.00 ,,$58.50 ,,,$61.50 ,$57.75 ,,,,,$57.00 ,$61.50 
IP_RX-81000000-ERX17440,INPATIENT,POVIDONE/IODINE 10 % SOLN 118 ML BOTTLE,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX174433,INPATIENT,ACETYLCHOLINE 20MG SOLR,,,250,$893.04 ,$535.82 ,$732.29 ,$687.64 ,,,$732.29 ,$687.64 ,,,,,,,,,,$732.29 ,$687.64 ,,$732.29 ,$687.64 ,,,$678.71 ,,$696.57 ,,,$732.29 ,$687.64 ,,,,,$678.71 ,$732.29 
IP_RX-81000000-ERX17632,INPATIENT,CARVEDILOL 6.25MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX17759,INPATIENT,HYDROCHLOROTHIAZIDE 12.5MG CAPS,,,250,$7.50 ,$4.50 ,$6.15 ,$5.78 ,,,$6.15 ,$5.78 ,,,,,,,,,,$6.15 ,$5.78 ,,$6.15 ,$5.78 ,,,$5.70 ,,$5.85 ,,,$6.15 ,$5.78 ,,,,,$5.70 ,$6.15 
IP_RX-81000000-ERX17970,INPATIENT,PROPRANOLOL 10MG TABS,,,250,$3.75 ,$2.25 ,$3.08 ,$2.89 ,,,$3.08 ,$2.89 ,,,,,,,,,,$3.08 ,$2.89 ,,$3.08 ,$2.89 ,,,$2.85 ,,$2.93 ,,,$3.08 ,$2.89 ,,,,,$2.85 ,$3.08 
IP_RX-81000000-ERX179804,INPATIENT,EPHEDRINE 50MG/ML SOLN,,,250,$75.00 ,$45.00 ,$61.50 ,$57.75 ,,,$61.50 ,$57.75 ,,,,,,,,,,$61.50 ,$57.75 ,,$61.50 ,$57.75 ,,,$57.00 ,,$58.50 ,,,$61.50 ,$57.75 ,,,,,$57.00 ,$61.50 
IP_RX-81000000-ERX180635,INPATIENT,METHYLENE BLUE 0.5% SOLN 10 ML AMPULE,,,250,"$1,562.60 ",$937.56 ,"$1,281.33 ","$1,203.20 ",,,"$1,281.33 ","$1,203.20 ",,,,,,,,,,"$1,281.33 ","$1,203.20 ",,"$1,281.33 ","$1,203.20 ",,,"$1,187.58 ",,"$1,218.83 ",,,"$1,281.33 ","$1,203.20 ",,,,,"$1,187.58 ","$1,281.33 "
IP_RX-81000000-ERX1877,INPATIENT,ASCORBIC ACID 500MG TABS,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX19497,INPATIENT,SILVER SULFADIAZINE 1% CREA 50 G JAR,,,250,$92.70 ,$55.62 ,$76.01 ,$71.38 ,,,$76.01 ,$71.38 ,,,,,,,,,,$76.01 ,$71.38 ,,$76.01 ,$71.38 ,,,$70.45 ,,$72.31 ,,,$76.01 ,$71.38 ,,,,,$70.45 ,$76.01 
IP_RX-81000000-ERX19502,INPATIENT,SIMETHICONE 80MG CHEW,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
IP_RX-81000000-ERX19705,INPATIENT,SODIUM BICARBONATE 4.2% (0.5MEQ/ML) SOLN 5 ML VIAL,,,250,$75.00 ,$45.00 ,$61.50 ,$57.75 ,,,$61.50 ,$57.75 ,,,,,,,,,,$61.50 ,$57.75 ,,$61.50 ,$57.75 ,,,$57.00 ,,$58.50 ,,,$61.50 ,$57.75 ,,,,,$57.00 ,$61.50 
IP_RX-81000000-ERX19708,INPATIENT,SODIUM BICARBONATE 8.4% SOLN,,,250,$75.00 ,$45.00 ,$61.50 ,$57.75 ,,,$61.50 ,$57.75 ,,,,,,,,,,$61.50 ,$57.75 ,,$61.50 ,$57.75 ,,,$57.00 ,,$58.50 ,,,$61.50 ,$57.75 ,,,,,$57.00 ,$61.50 
IP_RX-81000000-ERX20106,INPATIENT,SPIRONOLACTONE 25MG TABS,,,250,$3.75 ,$2.25 ,$3.08 ,$2.89 ,,,$3.08 ,$2.89 ,,,,,,,,,,$3.08 ,$2.89 ,,$3.08 ,$2.89 ,,,$2.85 ,,$2.93 ,,,$3.08 ,$2.89 ,,,,,$2.85 ,$3.08 
IP_RX-81000000-ERX2011,INPATIENT,ATENOLOL 25MG TABS,,,250,$7.50 ,$4.50 ,$6.15 ,$5.78 ,,,$6.15 ,$5.78 ,,,,,,,,,,$6.15 ,$5.78 ,,$6.15 ,$5.78 ,,,$5.70 ,,$5.85 ,,,$6.15 ,$5.78 ,,,,,$5.70 ,$6.15 
IP_RX-81000000-ERX2070,INPATIENT,ATROPINE 1% SOLN 5 ML BOTTLE,,,250,$291.90 ,$175.14 ,$239.36 ,$224.76 ,,,$239.36 ,$224.76 ,,,,,,,,,,$239.36 ,$224.76 ,,$239.36 ,$224.76 ,,,$221.84 ,,$227.68 ,,,$239.36 ,$224.76 ,,,,,$221.84 ,$239.36 
IP_RX-81000000-ERX21209,INPATIENT,TETRACYCLINE 500MG CAPS,,,250,$63.00 ,$37.80 ,$51.66 ,$48.51 ,,,$51.66 ,$48.51 ,,,,,,,,,,$51.66 ,$48.51 ,,$51.66 ,$48.51 ,,,$47.88 ,,$49.14 ,,,$51.66 ,$48.51 ,,,,,$47.88 ,$51.66 
IP_RX-81000000-ERX21691,INPATIENT,CLOPIDOGREL 75MG TABS,,,250,$23.99 ,$14.39 ,$19.67 ,$18.47 ,,,$19.67 ,$18.47 ,,,,,,,,,,$19.67 ,$18.47 ,,$19.67 ,$18.47 ,,,$18.23 ,,$18.71 ,,,$19.67 ,$18.47 ,,,,,$18.23 ,$19.67 
IP_RX-81000000-ERX21942,INPATIENT,TRAZODONE 50MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX22115,INPATIENT,TRIAMTERENE/HYDROCHLOROTHIAZIDE 37.5MG/25MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX22402,INPATIENT,TROPICAMIDE 1% SOLN 15 ML BOTTLE,,,250,$65.00 ,$39.00 ,$53.30 ,$50.05 ,,,$53.30 ,$50.05 ,,,,,,,,,,$53.30 ,$50.05 ,,$53.30 ,$50.05 ,,,$49.40 ,,$50.70 ,,,$53.30 ,$50.05 ,,,,,$49.40 ,$53.30 
IP_RX-81000000-ERX23049,INPATIENT,MONTELUKAST 10MG TABS,,,250,$15.00 ,$9.00 ,$12.30 ,$11.55 ,,,$12.30 ,$11.55 ,,,,,,,,,,$12.30 ,$11.55 ,,$12.30 ,$11.55 ,,,$11.40 ,,$11.70 ,,,$12.30 ,$11.55 ,,,,,$11.40 ,$12.30 
IP_RX-81000000-ERX23639,INPATIENT,ASCORBIC ACID 500MG TABS,,,250,$2.00 ,$1.20 ,$1.64 ,$1.54 ,,,$1.64 ,$1.54 ,,,,,,,,,,$1.64 ,$1.54 ,,$1.64 ,$1.54 ,,,$1.52 ,,$1.56 ,,,$1.64 ,$1.54 ,,,,,$1.52 ,$1.64 
