Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,HealthSmart PPO,Multiplan PPO,Partnership Health Plan,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
IP_RX-81000000-ERX10336,INPATIENT,HYDROXYZINE HCL 10MG TABS,,,250,$10.11 ,$8.09 ,$8.19 ,$8.19 ,$8.19 ,$8.09 ,$8.09 ,$8.09 ,$8.09 ,$8.09 ,$8.09 ,$8.09 ,$8.09 ,$9.10 ,$9.10 ,$9.10 ,$8.59 ,$8.59 ,$8.59 ,$9.10 ,$9.10 ,,$9.10 ,$9.10 ,$9.10 ,$9.10 ,$9.10 ,$8.09 ,$9.10 
IP_RX-81000000-ERX10338,INPATIENT,HYDROXYZINE HCL 25MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
IP_RX-81000000-ERX10518,INPATIENT,IBUPROFEN 400MG TABS,,,250,$5.06 ,$4.05 ,$4.10 ,$4.10 ,$4.10 ,$4.05 ,$4.05 ,$4.05 ,$4.05 ,$4.05 ,$4.05 ,$4.05 ,$4.05 ,$4.55 ,$4.55 ,$4.55 ,$4.30 ,$4.30 ,$4.30 ,$4.55 ,$4.55 ,,$4.55 ,$4.55 ,$4.55 ,$4.55 ,$4.55 ,$4.05 ,$4.55 
IP_RX-81000000-ERX10519,INPATIENT,IBUPROFEN 600MG TABS,,,250,$10.08 ,$8.06 ,$8.16 ,$8.16 ,$8.16 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$9.07 ,$9.07 ,$9.07 ,$8.57 ,$8.57 ,$8.57 ,$9.07 ,$9.07 ,,$9.07 ,$9.07 ,$9.07 ,$9.07 ,$9.07 ,$8.06 ,$9.07 
IP_RX-81000000-ERX10644,INPATIENT,INDOMETHACIN 25MG CAPS,,,250,$7.50 ,$6.00 ,$6.08 ,$6.08 ,$6.08 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.75 ,$6.75 ,$6.75 ,$6.38 ,$6.38 ,$6.38 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.00 ,$6.75 
IP_RX-81000000-ERX10917,INPATIENT,"NYSTATIN 100,000 UNITS/G CREA 15 G TUBE",,,250,$87.53 ,$70.02 ,$70.90 ,$70.90 ,$70.90 ,$70.02 ,$70.02 ,$70.02 ,$70.02 ,$70.02 ,$70.02 ,$70.02 ,$70.02 ,$78.78 ,$78.78 ,$78.78 ,$74.40 ,$74.40 ,$74.40 ,$78.78 ,$78.78 ,,$78.78 ,$78.78 ,$78.78 ,$78.78 ,$78.78 ,$70.02 ,$78.78 
IP_RX-81000000-ERX10922,INPATIENT,NYSTATIN 100000 UNIT/GM OINT 15 G TUBE,,,250,$84.00 ,$67.20 ,$68.04 ,$68.04 ,$68.04 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$75.60 ,$75.60 ,$75.60 ,$71.40 ,$71.40 ,$71.40 ,$75.60 ,$75.60 ,,$75.60 ,$75.60 ,$75.60 ,$75.60 ,$75.60 ,$67.20 ,$75.60 
IP_RX-81000000-ERX10947,INPATIENT,PHENYLEPHRINE 2.5% SOLN 2 ML BOTTLE,,,250,$203.15 ,$162.52 ,$164.55 ,$164.55 ,$164.55 ,$162.52 ,$162.52 ,$162.52 ,$162.52 ,$162.52 ,$162.52 ,$162.52 ,$162.52 ,$182.84 ,$182.84 ,$182.84 ,$172.68 ,$172.68 ,$172.68 ,$182.84 ,$182.84 ,,$182.84 ,$182.84 ,$182.84 ,$182.84 ,$182.84 ,$162.52 ,$182.84 
IP_RX-81000000-ERX10958,INPATIENT,PREDNISOLONE ACETATE 1% SUSP 5 ML BOTTLE,,,250,$276.60 ,$221.28 ,$224.05 ,$224.05 ,$224.05 ,$221.28 ,$221.28 ,$221.28 ,$221.28 ,$221.28 ,$221.28 ,$221.28 ,$221.28 ,$248.94 ,$248.94 ,$248.94 ,$235.11 ,$235.11 ,$235.11 ,$248.94 ,$248.94 ,,$248.94 ,$248.94 ,$248.94 ,$248.94 ,$248.94 ,$221.28 ,$248.94 
IP_RX-81000000-ERX11013,INPATIENT,TETRACAINE 0.5% SOLN 4 ML PLAS CONT,,,250,$69.90 ,$55.92 ,$56.62 ,$56.62 ,$56.62 ,$55.92 ,$55.92 ,$55.92 ,$55.92 ,$55.92 ,$55.92 ,$55.92 ,$55.92 ,$62.91 ,$62.91 ,$62.91 ,$59.42 ,$59.42 ,$59.42 ,$62.91 ,$62.91 ,,$62.91 ,$62.91 ,$62.91 ,$62.91 ,$62.91 ,$55.92 ,$62.91 
IP_RX-81000000-ERX11023,INPATIENT,TRIAMCINOLONE 0.1% CREA 15 G TUBE,,,250,$30.00 ,$24.00 ,$24.30 ,$24.30 ,$24.30 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$27.00 ,$27.00 ,$27.00 ,$25.50 ,$25.50 ,$25.50 ,$27.00 ,$27.00 ,,$27.00 ,$27.00 ,$27.00 ,$27.00 ,$27.00 ,$24.00 ,$27.00 
IP_RX-81000000-ERX11080,INPATIENT,ISOSORBIDE DINITRATE 10MG TABS,,,250,$7.50 ,$6.00 ,$6.08 ,$6.08 ,$6.08 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.75 ,$6.75 ,$6.75 ,$6.38 ,$6.38 ,$6.38 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.00 ,$6.75 
IP_RX-81000000-ERX11158,INPATIENT,ZINC OXIDE 20% OINT 28.4 G TUBE,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
IP_RX-81000000-ERX11242,INPATIENT,BENZOCAINE 20% SOLN,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
IP_RX-81000000-ERX1127,INPATIENT,AMITRIPTYLINE 10MG TABS,,,250,$7.50 ,$6.00 ,$6.08 ,$6.08 ,$6.08 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.75 ,$6.75 ,$6.75 ,$6.38 ,$6.38 ,$6.38 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.00 ,$6.75 
IP_RX-81000000-ERX11270,INPATIENT,CARBACHOL 0.01% SOLN 1.5 ML VIAL,,,250,$307.24 ,$245.79 ,$248.86 ,$248.86 ,$248.86 ,$245.79 ,$245.79 ,$245.79 ,$245.79 ,$245.79 ,$245.79 ,$245.79 ,$245.79 ,$276.52 ,$276.52 ,$276.52 ,$261.15 ,$261.15 ,$261.15 ,$276.52 ,$276.52 ,,$276.52 ,$276.52 ,$276.52 ,$276.52 ,$276.52 ,$245.79 ,$276.52 
IP_RX-81000000-ERX1130,INPATIENT,AMITRIPTYLINE 25MG TABS,,,250,$7.50 ,$6.00 ,$6.08 ,$6.08 ,$6.08 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.75 ,$6.75 ,$6.75 ,$6.38 ,$6.38 ,$6.38 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.00 ,$6.75 
IP_RX-81000000-ERX11478,INPATIENT,KETAMINE 10MG/ML SOLN 20 ML VIAL,J3490,,250,$130.00 ,$104.00 ,$105.30 ,$105.30 ,$105.30 ,$104.00 ,$104.00 ,$104.00 ,$104.00 ,$104.00 ,$104.00 ,$104.00 ,$104.00 ,$117.00 ,$117.00 ,$117.00 ,$110.50 ,$110.50 ,$110.50 ,$117.00 ,$117.00 ,,$117.00 ,$117.00 ,$117.00 ,$117.00 ,$117.00 ,$104.00 ,$117.00 
IP_RX-81000000-ERX11479,INPATIENT,KETAMINE 100MG/ML SOLN 5 ML VIAL,J3490,,636,$22.50 ,$18.00 ,$18.23 ,$18.23 ,$18.23 ,$18.00 ,$18.00 ,$18.00 ,$18.00 ,$18.00 ,$18.00 ,$18.00 ,$18.00 ,$20.25 ,$20.25 ,$20.25 ,$19.13 ,$19.13 ,$19.13 ,$20.25 ,$20.25 ,,$20.25 ,$20.25 ,$20.25 ,$20.25 ,$20.25 ,$18.00 ,$20.25 
IP_RX-81000000-ERX11480,INPATIENT,KETAMINE 50MG/ML SOLN 10 ML VIAL,J3490,,250,$90.00 ,$72.00 ,$72.90 ,$72.90 ,$72.90 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$81.00 ,$81.00 ,$81.00 ,$76.50 ,$76.50 ,$76.50 ,$81.00 ,$81.00 ,,$81.00 ,$81.00 ,$81.00 ,$81.00 ,$81.00 ,$72.00 ,$81.00 
IP_RX-81000000-ERX115474,INPATIENT,METOPROLOL 5MG/5ML SOLN,J3490,,250,$75.00 ,$60.00 ,$60.75 ,$60.75 ,$60.75 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$67.50 ,$67.50 ,$67.50 ,$63.75 ,$63.75 ,$63.75 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$60.00 ,$67.50 
IP_RX-81000000-ERX1157,INPATIENT,AMOXICILLIN 250MG CAPS,,,250,$7.50 ,$6.00 ,$6.08 ,$6.08 ,$6.08 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.75 ,$6.75 ,$6.75 ,$6.38 ,$6.38 ,$6.38 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.00 ,$6.75 
IP_RX-81000000-ERX11603,INPATIENT,TIMOLOL MALEATE 0.5% SOLN 5 ML BOTTLE,,,250,$30.00 ,$24.00 ,$24.30 ,$24.30 ,$24.30 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$27.00 ,$27.00 ,$27.00 ,$25.50 ,$25.50 ,$25.50 ,$27.00 ,$27.00 ,,$27.00 ,$27.00 ,$27.00 ,$27.00 ,$27.00 ,$24.00 ,$27.00 
IP_RX-81000000-ERX1161,INPATIENT,AMOXICILLIN 250MG/5ML SUSR,,,250,$10.98 ,$8.78 ,$8.89 ,$8.89 ,$8.89 ,$8.78 ,$8.78 ,$8.78 ,$8.78 ,$8.78 ,$8.78 ,$8.78 ,$8.78 ,$9.88 ,$9.88 ,$9.88 ,$9.33 ,$9.33 ,$9.33 ,$9.88 ,$9.88 ,,$9.88 ,$9.88 ,$9.88 ,$9.88 ,$9.88 ,$8.78 ,$9.88 
IP_RX-81000000-ERX11767,INPATIENT,LACTOBACILLUS ACIDOPHILUS TABS,,,250,$1.00 ,$0.80 ,$0.81 ,$0.81 ,$0.81 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.90 ,$0.90 ,$0.90 ,$0.85 ,$0.85 ,$0.85 ,$0.90 ,$0.90 ,,$0.90 ,$0.90 ,$0.90 ,$0.90 ,$0.90 ,$0.80 ,$0.90 
IP_RX-81000000-ERX118688,INPATIENT,NICARDIPINE 0.2MG/ML SOLN,,,250,"$1,220.00 ",$976.00 ,$988.20 ,$988.20 ,$988.20 ,$976.00 ,$976.00 ,$976.00 ,$976.00 ,$976.00 ,$976.00 ,$976.00 ,$976.00 ,"$1,098.00 ","$1,098.00 ","$1,098.00 ","$1,037.00 ","$1,037.00 ","$1,037.00 ","$1,098.00 ","$1,098.00 ",,"$1,098.00 ","$1,098.00 ","$1,098.00 ","$1,098.00 ","$1,098.00 ",$976.00 ,"$1,098.00 "
IP_RX-81000000-ERX11998,INPATIENT,LEVOTHYROXINE 25MCG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
IP_RX-81000000-ERX11999,INPATIENT,LEVOTHYROXINE 50MCG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
IP_RX-81000000-ERX12001,INPATIENT,LEVOTHYROXINE 100MCG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
IP_RX-81000000-ERX12002,INPATIENT,LEVOTHYROXINE 125MCG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
IP_RX-81000000-ERX12003,INPATIENT,LEVOTHYROXINE 150MCG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
IP_RX-81000000-ERX120434,INPATIENT,SODIUM BICARBONATE-CITRIC ACID-SIMETHICONE 2.21-1.53-0.04 GM PACK,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
IP_RX-81000000-ERX120664,INPATIENT,CALCIUM CITRATE/VITAMIN D 200MG(100MG ELEMENTAL CALCIUM)/250 UNITS TABS,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
IP_RX-81000000-ERX12073,INPATIENT,LIDOCAINE TOPICAL GEL 2% GEL 4 ML TUBE,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
IP_RX-81000000-ERX12076,INPATIENT,LIDOCAINE 4% SOLN 50 ML BOTTLE,,,250,$240.00 ,$192.00 ,$194.40 ,$194.40 ,$194.40 ,$192.00 ,$192.00 ,$192.00 ,$192.00 ,$192.00 ,$192.00 ,$192.00 ,$192.00 ,$216.00 ,$216.00 ,$216.00 ,$204.00 ,$204.00 ,$204.00 ,$216.00 ,$216.00 ,,$216.00 ,$216.00 ,$216.00 ,$216.00 ,$216.00 ,$192.00 ,$216.00 
IP_RX-81000000-ERX12091,INPATIENT,LIDOCAINE 2% SOLN 15 ML CUP,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
IP_RX-81000000-ERX12257,INPATIENT,LITHIUM CARBONATE 150MG CAPS,,,250,$10.07 ,$8.06 ,$8.16 ,$8.16 ,$8.16 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$9.06 ,$9.06 ,$9.06 ,$8.56 ,$8.56 ,$8.56 ,$9.06 ,$9.06 ,,$9.06 ,$9.06 ,$9.06 ,$9.06 ,$9.06 ,$8.06 ,$9.06 
IP_RX-81000000-ERX122572,INPATIENT,LEVONORGESTREL 1.5MG TABS,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
IP_RX-81000000-ERX12258,INPATIENT,LITHIUM CARBONATE 300MG CAPS,,,250,$7.50 ,$6.00 ,$6.08 ,$6.08 ,$6.08 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.75 ,$6.75 ,$6.75 ,$6.38 ,$6.38 ,$6.38 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.00 ,$6.75 
IP_RX-81000000-ERX12371,INPATIENT,LOPERAMIDE 2MG CAPS,,,250,$1.00 ,$0.80 ,$0.81 ,$0.81 ,$0.81 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.90 ,$0.90 ,$0.90 ,$0.85 ,$0.85 ,$0.85 ,$0.90 ,$0.90 ,,$0.90 ,$0.90 ,$0.90 ,$0.90 ,$0.90 ,$0.80 ,$0.90 
IP_RX-81000000-ERX12393,INPATIENT,LORAZEPAM 0.5MG TABS,,,250,$40.00 ,$32.00 ,$32.40 ,$32.40 ,$32.40 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$36.00 ,$36.00 ,$36.00 ,$34.00 ,$34.00 ,$34.00 ,$36.00 ,$36.00 ,,$36.00 ,$36.00 ,$36.00 ,$36.00 ,$36.00 ,$32.00 ,$36.00 
IP_RX-81000000-ERX12394,INPATIENT,LORAZEPAM 1MG TABS,,,250,$40.00 ,$32.00 ,$32.40 ,$32.40 ,$32.40 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$36.00 ,$36.00 ,$36.00 ,$34.00 ,$34.00 ,$34.00 ,$36.00 ,$36.00 ,,$36.00 ,$36.00 ,$36.00 ,$36.00 ,$36.00 ,$32.00 ,$36.00 
IP_RX-81000000-ERX125164,INPATIENT,TAMSULOSIN 0.4MG CAPS,,,250,$23.18 ,$18.54 ,$18.78 ,$18.78 ,$18.78 ,$18.54 ,$18.54 ,$18.54 ,$18.54 ,$18.54 ,$18.54 ,$18.54 ,$18.54 ,$20.86 ,$20.86 ,$20.86 ,$19.70 ,$19.70 ,$19.70 ,$20.86 ,$20.86 ,,$20.86 ,$20.86 ,$20.86 ,$20.86 ,$20.86 ,$18.54 ,$20.86 
IP_RX-81000000-ERX125814,INPATIENT,RIFAXIMIN 550 MG TABS,,,250,$178.52 ,$142.82 ,$144.60 ,$144.60 ,$144.60 ,$142.82 ,$142.82 ,$142.82 ,$142.82 ,$142.82 ,$142.82 ,$142.82 ,$142.82 ,$160.67 ,$160.67 ,$160.67 ,$151.74 ,$151.74 ,$151.74 ,$160.67 ,$160.67 ,,$160.67 ,$160.67 ,$160.67 ,$160.67 ,$160.67 ,$142.82 ,$160.67 
IP_RX-81000000-ERX126177,INPATIENT,TRANEXAMIC ACID 650MG TABS,Z7610,,250,$10.46 ,$8.37 ,$8.47 ,$8.47 ,$8.47 ,$8.37 ,$8.37 ,$8.37 ,$8.37 ,$8.37 ,$8.37 ,$8.37 ,$8.37 ,$9.41 ,$9.41 ,$9.41 ,$8.89 ,$8.89 ,$8.89 ,$9.41 ,$9.41 ,,$9.41 ,$9.41 ,$9.41 ,$9.41 ,$9.41 ,$8.37 ,$9.41 
IP_RX-81000000-ERX12712,INPATIENT,MAGNESIUM CITRATE SOLN 296 ML BOTTLE,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
IP_RX-81000000-ERX12792,INPATIENT,MANNITOL 20% SOLN,,,250,$118.50 ,$94.80 ,$95.99 ,$95.99 ,$95.99 ,$94.80 ,$94.80 ,$94.80 ,$94.80 ,$94.80 ,$94.80 ,$94.80 ,$94.80 ,$106.65 ,$106.65 ,$106.65 ,$100.73 ,$100.73 ,$100.73 ,$106.65 ,$106.65 ,,$106.65 ,$106.65 ,$106.65 ,$106.65 ,$106.65 ,$94.80 ,$106.65 
IP_RX-81000000-ERX128027,INPATIENT,"BUPIVACAINE/EPINEPHRINE PF 0.25%-1:200,000 SOLN 30 ML VIAL",,,250,$75.00 ,$60.00 ,$60.75 ,$60.75 ,$60.75 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$67.50 ,$67.50 ,$67.50 ,$63.75 ,$63.75 ,$63.75 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$60.00 ,$67.50 
IP_RX-81000000-ERX128028,INPATIENT,"BUPIVACAINE/EPINEPHRINE PF 0.5%-1:200,000 SOLN",,,250,$75.00 ,$60.00 ,$60.75 ,$60.75 ,$60.75 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$67.50 ,$67.50 ,$67.50 ,$63.75 ,$63.75 ,$63.75 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$60.00 ,$67.50 
IP_RX-81000000-ERX13087,INPATIENT,MEDROXYPROGESTERONE 2.5MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
IP_RX-81000000-ERX131727,INPATIENT,FIDAXOMICIN 200MG TABS,,,250,$805.54 ,$644.43 ,$652.49 ,$652.49 ,$652.49 ,$644.43 ,$644.43 ,$644.43 ,$644.43 ,$644.43 ,$644.43 ,$644.43 ,$644.43 ,$724.99 ,$724.99 ,$724.99 ,$684.71 ,$684.71 ,$684.71 ,$724.99 ,$724.99 ,,$724.99 ,$724.99 ,$724.99 ,$724.99 ,$724.99 ,$644.43 ,$724.99 
IP_RX-81000000-ERX132480,INPATIENT,RIVAROXABAN 10MG TABS,,,250,$82.66 ,$66.13 ,$66.95 ,$66.95 ,$66.95 ,$66.13 ,$66.13 ,$66.13 ,$66.13 ,$66.13 ,$66.13 ,$66.13 ,$66.13 ,$74.39 ,$74.39 ,$74.39 ,$70.26 ,$70.26 ,$70.26 ,$74.39 ,$74.39 ,,$74.39 ,$74.39 ,$74.39 ,$74.39 ,$74.39 ,$66.13 ,$74.39 
IP_RX-81000000-ERX132483,INPATIENT,TICAGRELOR 90MG TABS,,,250,$34.03 ,$27.22 ,$27.56 ,$27.56 ,$27.56 ,$27.22 ,$27.22 ,$27.22 ,$27.22 ,$27.22 ,$27.22 ,$27.22 ,$27.22 ,$30.63 ,$30.63 ,$30.63 ,$28.93 ,$28.93 ,$28.93 ,$30.63 ,$30.63 ,,$30.63 ,$30.63 ,$30.63 ,$30.63 ,$30.63 ,$27.22 ,$30.63 
IP_RX-81000000-ERX132650,INPATIENT,OSELTAMIVIR 6MG/ML SUSR,,,250,$13.94 ,$11.15 ,$11.29 ,$11.29 ,$11.29 ,$11.15 ,$11.15 ,$11.15 ,$11.15 ,$11.15 ,$11.15 ,$11.15 ,$11.15 ,$12.55 ,$12.55 ,$12.55 ,$11.85 ,$11.85 ,$11.85 ,$12.55 ,$12.55 ,,$12.55 ,$12.55 ,$12.55 ,$12.55 ,$12.55 ,$11.15 ,$12.55 
