Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Central California Alliance for Health,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medi-Cal / California Health & Wellness,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
APRDRG-053-3,INPATIENT,All Inpatient Services for APRDRG-053-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,975.00 ",,,,,,,,,,,,,"$21,975.00 ","$21,975.00 "
APRDRG-053-4,INPATIENT,All Inpatient Services for APRDRG-053-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,491.00 ",,,,,,,,,,,,,"$51,491.00 ","$51,491.00 "
APRDRG-054-1,INPATIENT,All Inpatient Services for APRDRG-054-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,099.00 ",,,,,,,,,,,,,"$15,099.00 ","$15,099.00 "
APRDRG-054-2,INPATIENT,All Inpatient Services for APRDRG-054-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,344.00 ",,,,,,,,,,,,,"$18,344.00 ","$18,344.00 "
APRDRG-054-3,INPATIENT,All Inpatient Services for APRDRG-054-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,747.00 ",,,,,,,,,,,,,"$22,747.00 ","$22,747.00 "
APRDRG-054-4,INPATIENT,All Inpatient Services for APRDRG-054-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,623.00 ",,,,,,,,,,,,,"$35,623.00 ","$35,623.00 "
APRDRG-055-1,INPATIENT,All Inpatient Services for APRDRG-055-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,405.00 ",,,,,,,,,,,,,"$17,405.00 ","$17,405.00 "
APRDRG-055-2,INPATIENT,All Inpatient Services for APRDRG-055-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,171.00 ",,,,,,,,,,,,,"$24,171.00 ","$24,171.00 "
APRDRG-055-3,INPATIENT,All Inpatient Services for APRDRG-055-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,244.00 ",,,,,,,,,,,,,"$36,244.00 ","$36,244.00 "
APRDRG-055-4,INPATIENT,All Inpatient Services for APRDRG-055-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$65,917.00 ",,,,,,,,,,,,,"$65,917.00 ","$65,917.00 "
APRDRG-056-1,INPATIENT,All Inpatient Services for APRDRG-056-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,372.00 ",,,,,,,,,,,,,"$16,372.00 ","$16,372.00 "
APRDRG-056-2,INPATIENT,All Inpatient Services for APRDRG-056-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,012.00 ",,,,,,,,,,,,,"$24,012.00 ","$24,012.00 "
APRDRG-056-3,INPATIENT,All Inpatient Services for APRDRG-056-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,706.00 ",,,,,,,,,,,,,"$33,706.00 ","$33,706.00 "
APRDRG-056-4,INPATIENT,All Inpatient Services for APRDRG-056-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,103.00 ",,,,,,,,,,,,,"$60,103.00 ","$60,103.00 "
APRDRG-057-1,INPATIENT,All Inpatient Services for APRDRG-057-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,749.00 ",,,,,,,,,,,,,"$14,749.00 ","$14,749.00 "
APRDRG-057-2,INPATIENT,All Inpatient Services for APRDRG-057-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,975.00 ",,,,,,,,,,,,,"$21,975.00 ","$21,975.00 "
APRDRG-057-3,INPATIENT,All Inpatient Services for APRDRG-057-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,014.00 ",,,,,,,,,,,,,"$32,014.00 ","$32,014.00 "
APRDRG-057-4,INPATIENT,All Inpatient Services for APRDRG-057-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,987.00 ",,,,,,,,,,,,,"$56,987.00 ","$56,987.00 "
APRDRG-058-1,INPATIENT,All Inpatient Services for APRDRG-058-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,381.00 ",,,,,,,,,,,,,"$21,381.00 ","$21,381.00 "
APRDRG-058-2,INPATIENT,All Inpatient Services for APRDRG-058-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,720.00 ",,,,,,,,,,,,,"$28,720.00 ","$28,720.00 "
APRDRG-058-3,INPATIENT,All Inpatient Services for APRDRG-058-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,611.00 ",,,,,,,,,,,,,"$37,611.00 ","$37,611.00 "
APRDRG-058-4,INPATIENT,All Inpatient Services for APRDRG-058-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$53,759.00 ",,,,,,,,,,,,,"$53,759.00 ","$53,759.00 "
APRDRG-059-1,INPATIENT,All Inpatient Services for APRDRG-059-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,149.00 ",,,,,,,,,,,,,"$13,149.00 ","$13,149.00 "
APRDRG-059-2,INPATIENT,All Inpatient Services for APRDRG-059-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,760.00 ",,,,,,,,,,,,,"$24,760.00 ","$24,760.00 "
APRDRG-059-3,INPATIENT,All Inpatient Services for APRDRG-059-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,570.00 ",,,,,,,,,,,,,"$32,570.00 ","$32,570.00 "
APRDRG-059-4,INPATIENT,All Inpatient Services for APRDRG-059-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,311.00 ",,,,,,,,,,,,,"$46,311.00 ","$46,311.00 "
APRDRG-073-1,INPATIENT,All Inpatient Services for APRDRG-073-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,587.00 ",,,,,,,,,,,,,"$24,587.00 ","$24,587.00 "
APRDRG-073-2,INPATIENT,All Inpatient Services for APRDRG-073-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,754.00 ",,,,,,,,,,,,,"$31,754.00 ","$31,754.00 "
APRDRG-073-3,INPATIENT,All Inpatient Services for APRDRG-073-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,338.00 ",,,,,,,,,,,,,"$52,338.00 ","$52,338.00 "
APRDRG-073-4,INPATIENT,All Inpatient Services for APRDRG-073-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$99,834.00 ",,,,,,,,,,,,,"$99,834.00 ","$99,834.00 "
APRDRG-082-1,INPATIENT,All Inpatient Services for APRDRG-082-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,746.00 ",,,,,,,,,,,,,"$14,746.00 ","$14,746.00 "
APRDRG-082-2,INPATIENT,All Inpatient Services for APRDRG-082-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,013.00 ",,,,,,,,,,,,,"$18,013.00 ","$18,013.00 "
APRDRG-082-3,INPATIENT,All Inpatient Services for APRDRG-082-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,833.00 ",,,,,,,,,,,,,"$25,833.00 ","$25,833.00 "
APRDRG-082-4,INPATIENT,All Inpatient Services for APRDRG-082-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,473.00 ",,,,,,,,,,,,,"$50,473.00 ","$50,473.00 "
APRDRG-089-1,INPATIENT,All Inpatient Services for APRDRG-089-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,025.00 ",,,,,,,,,,,,,"$42,025.00 ","$42,025.00 "
APRDRG-089-2,INPATIENT,All Inpatient Services for APRDRG-089-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,248.00 ",,,,,,,,,,,,,"$56,248.00 ","$56,248.00 "
APRDRG-089-3,INPATIENT,All Inpatient Services for APRDRG-089-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$103,914.00 ",,,,,,,,,,,,,"$103,914.00 ","$103,914.00 "
APRDRG-089-4,INPATIENT,All Inpatient Services for APRDRG-089-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$146,418.00 ",,,,,,,,,,,,,"$146,418.00 ","$146,418.00 "
APRDRG-091-1,INPATIENT,All Inpatient Services for APRDRG-091-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,018.00 ",,,,,,,,,,,,,"$40,018.00 ","$40,018.00 "
APRDRG-091-2,INPATIENT,All Inpatient Services for APRDRG-091-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$59,389.00 ",,,,,,,,,,,,,"$59,389.00 ","$59,389.00 "
APRDRG-091-3,INPATIENT,All Inpatient Services for APRDRG-091-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$106,929.00 ",,,,,,,,,,,,,"$106,929.00 ","$106,929.00 "
APRDRG-091-4,INPATIENT,All Inpatient Services for APRDRG-091-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$170,359.00 ",,,,,,,,,,,,,"$170,359.00 ","$170,359.00 "
APRDRG-092-1,INPATIENT,All Inpatient Services for APRDRG-092-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,073.00 ",,,,,,,,,,,,,"$34,073.00 ","$34,073.00 "
APRDRG-092-2,INPATIENT,All Inpatient Services for APRDRG-092-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,479.00 ",,,,,,,,,,,,,"$43,479.00 ","$43,479.00 "
APRDRG-092-3,INPATIENT,All Inpatient Services for APRDRG-092-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$66,519.00 ",,,,,,,,,,,,,"$66,519.00 ","$66,519.00 "
APRDRG-092-4,INPATIENT,All Inpatient Services for APRDRG-092-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$126,702.00 ",,,,,,,,,,,,,"$126,702.00 ","$126,702.00 "
APRDRG-095-1,INPATIENT,All Inpatient Services for APRDRG-095-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,219.00 ",,,,,,,,,,,,,"$21,219.00 ","$21,219.00 "
APRDRG-095-2,INPATIENT,All Inpatient Services for APRDRG-095-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,889.00 ",,,,,,,,,,,,,"$23,889.00 ","$23,889.00 "
APRDRG-095-3,INPATIENT,All Inpatient Services for APRDRG-095-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,463.00 ",,,,,,,,,,,,,"$38,463.00 ","$38,463.00 "
APRDRG-095-4,INPATIENT,All Inpatient Services for APRDRG-095-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,541.00 ",,,,,,,,,,,,,"$56,541.00 ","$56,541.00 "
APRDRG-097-1,INPATIENT,All Inpatient Services for APRDRG-097-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,080.00 ",,,,,,,,,,,,,"$14,080.00 ","$14,080.00 "
APRDRG-097-2,INPATIENT,All Inpatient Services for APRDRG-097-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,190.00 ",,,,,,,,,,,,,"$20,190.00 ","$20,190.00 "
APRDRG-097-3,INPATIENT,All Inpatient Services for APRDRG-097-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,996.00 ",,,,,,,,,,,,,"$33,996.00 ","$33,996.00 "
APRDRG-097-4,INPATIENT,All Inpatient Services for APRDRG-097-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$71,114.00 ",,,,,,,,,,,,,"$71,114.00 ","$71,114.00 "
APRDRG-098-1,INPATIENT,All Inpatient Services for APRDRG-098-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,139.00 ",,,,,,,,,,,,,"$23,139.00 ","$23,139.00 "
APRDRG-098-2,INPATIENT,All Inpatient Services for APRDRG-098-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,518.00 ",,,,,,,,,,,,,"$31,518.00 ","$31,518.00 "
APRDRG-098-3,INPATIENT,All Inpatient Services for APRDRG-098-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,854.00 ",,,,,,,,,,,,,"$54,854.00 ","$54,854.00 "
APRDRG-098-4,INPATIENT,All Inpatient Services for APRDRG-098-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$95,187.00 ",,,,,,,,,,,,,"$95,187.00 ","$95,187.00 "
APRDRG-110-1,INPATIENT,All Inpatient Services for APRDRG-110-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,385.00 ",,,,,,,,,,,,,"$18,385.00 ","$18,385.00 "
APRDRG-110-2,INPATIENT,All Inpatient Services for APRDRG-110-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,038.00 ",,,,,,,,,,,,,"$22,038.00 ","$22,038.00 "
APRDRG-110-3,INPATIENT,All Inpatient Services for APRDRG-110-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,940.00 ",,,,,,,,,,,,,"$30,940.00 ","$30,940.00 "
APRDRG-110-4,INPATIENT,All Inpatient Services for APRDRG-110-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,834.00 ",,,,,,,,,,,,,"$50,834.00 ","$50,834.00 "
APRDRG-111-1,INPATIENT,All Inpatient Services for APRDRG-111-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,017.00 ",,,,,,,,,,,,,"$15,017.00 ","$15,017.00 "
APRDRG-111-2,INPATIENT,All Inpatient Services for APRDRG-111-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,254.00 ",,,,,,,,,,,,,"$17,254.00 ","$17,254.00 "
APRDRG-111-3,INPATIENT,All Inpatient Services for APRDRG-111-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,855.00 ",,,,,,,,,,,,,"$20,855.00 ","$20,855.00 "
APRDRG-111-4,INPATIENT,All Inpatient Services for APRDRG-111-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,158.00 ",,,,,,,,,,,,,"$33,158.00 ","$33,158.00 "
APRDRG-113-1,INPATIENT,All Inpatient Services for APRDRG-113-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,288.00 ",,,,,,,,,,,,,"$9,288.00 ","$9,288.00 "
APRDRG-113-2,INPATIENT,All Inpatient Services for APRDRG-113-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,604.00 ",,,,,,,,,,,,,"$13,604.00 ","$13,604.00 "
APRDRG-113-3,INPATIENT,All Inpatient Services for APRDRG-113-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,943.00 ",,,,,,,,,,,,,"$19,943.00 ","$19,943.00 "
APRDRG-113-4,INPATIENT,All Inpatient Services for APRDRG-113-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,496.00 ",,,,,,,,,,,,,"$32,496.00 ","$32,496.00 "
APRDRG-114-1,INPATIENT,All Inpatient Services for APRDRG-114-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,663.00 ",,,,,,,,,,,,,"$10,663.00 ","$10,663.00 "
APRDRG-114-2,INPATIENT,All Inpatient Services for APRDRG-114-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,801.00 ",,,,,,,,,,,,,"$14,801.00 ","$14,801.00 "
APRDRG-114-3,INPATIENT,All Inpatient Services for APRDRG-114-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,711.00 ",,,,,,,,,,,,,"$24,711.00 ","$24,711.00 "
APRDRG-114-4,INPATIENT,All Inpatient Services for APRDRG-114-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,798.00 ",,,,,,,,,,,,,"$46,798.00 ","$46,798.00 "
APRDRG-115-1,INPATIENT,All Inpatient Services for APRDRG-115-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,533.00 ",,,,,,,,,,,,,"$12,533.00 ","$12,533.00 "
APRDRG-115-2,INPATIENT,All Inpatient Services for APRDRG-115-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,178.00 ",,,,,,,,,,,,,"$17,178.00 ","$17,178.00 "
APRDRG-115-3,INPATIENT,All Inpatient Services for APRDRG-115-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,091.00 ",,,,,,,,,,,,,"$26,091.00 ","$26,091.00 "
APRDRG-115-4,INPATIENT,All Inpatient Services for APRDRG-115-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,860.00 ",,,,,,,,,,,,,"$47,860.00 ","$47,860.00 "
APRDRG-120-1,INPATIENT,All Inpatient Services for APRDRG-120-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,897.00 ",,,,,,,,,,,,,"$50,897.00 ","$50,897.00 "
APRDRG-120-2,INPATIENT,All Inpatient Services for APRDRG-120-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,938.00 ",,,,,,,,,,,,,"$61,938.00 ","$61,938.00 "
APRDRG-120-3,INPATIENT,All Inpatient Services for APRDRG-120-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$87,339.00 ",,,,,,,,,,,,,"$87,339.00 ","$87,339.00 "
APRDRG-120-4,INPATIENT,All Inpatient Services for APRDRG-120-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$148,080.00 ",,,,,,,,,,,,,"$148,080.00 ","$148,080.00 "
APRDRG-121-1,INPATIENT,All Inpatient Services for APRDRG-121-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,343.00 ",,,,,,,,,,,,,"$36,343.00 ","$36,343.00 "
APRDRG-121-2,INPATIENT,All Inpatient Services for APRDRG-121-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,682.00 ",,,,,,,,,,,,,"$47,682.00 ","$47,682.00 "
APRDRG-121-3,INPATIENT,All Inpatient Services for APRDRG-121-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$72,738.00 ",,,,,,,,,,,,,"$72,738.00 ","$72,738.00 "
APRDRG-121-4,INPATIENT,All Inpatient Services for APRDRG-121-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$120,418.00 ",,,,,,,,,,,,,"$120,418.00 ","$120,418.00 "
APRDRG-130-1,INPATIENT,All Inpatient Services for APRDRG-130-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$88,941.00 ",,,,,,,,,,,,,"$88,941.00 ","$88,941.00 "
APRDRG-130-2,INPATIENT,All Inpatient Services for APRDRG-130-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$89,204.00 ",,,,,,,,,,,,,"$89,204.00 ","$89,204.00 "
APRDRG-130-3,INPATIENT,All Inpatient Services for APRDRG-130-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$108,361.00 ",,,,,,,,,,,,,"$108,361.00 ","$108,361.00 "
APRDRG-130-4,INPATIENT,All Inpatient Services for APRDRG-130-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$141,054.00 ",,,,,,,,,,,,,"$141,054.00 ","$141,054.00 "
APRDRG-131-1,INPATIENT,All Inpatient Services for APRDRG-131-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,626.00 ",,,,,,,,,,,,,"$28,626.00 ","$28,626.00 "
APRDRG-131-2,INPATIENT,All Inpatient Services for APRDRG-131-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,357.00 ",,,,,,,,,,,,,"$40,357.00 ","$40,357.00 "
APRDRG-131-3,INPATIENT,All Inpatient Services for APRDRG-131-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,271.00 ",,,,,,,,,,,,,"$54,271.00 ","$54,271.00 "
APRDRG-131-4,INPATIENT,All Inpatient Services for APRDRG-131-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$70,479.00 ",,,,,,,,,,,,,"$70,479.00 ","$70,479.00 "
APRDRG-132-1,INPATIENT,All Inpatient Services for APRDRG-132-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,260.00 ",,,,,,,,,,,,,"$11,260.00 ","$11,260.00 "
APRDRG-132-2,INPATIENT,All Inpatient Services for APRDRG-132-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,152.00 ",,,,,,,,,,,,,"$14,152.00 ","$14,152.00 "
APRDRG-132-3,INPATIENT,All Inpatient Services for APRDRG-132-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,980.00 ",,,,,,,,,,,,,"$23,980.00 ","$23,980.00 "
APRDRG-132-4,INPATIENT,All Inpatient Services for APRDRG-132-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,145.00 ",,,,,,,,,,,,,"$37,145.00 ","$37,145.00 "
APRDRG-133-1,INPATIENT,All Inpatient Services for APRDRG-133-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,786.00 ",,,,,,,,,,,,,"$11,786.00 ","$11,786.00 "
APRDRG-133-2,INPATIENT,All Inpatient Services for APRDRG-133-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,277.00 ",,,,,,,,,,,,,"$20,277.00 ","$20,277.00 "
APRDRG-133-3,INPATIENT,All Inpatient Services for APRDRG-133-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,297.00 ",,,,,,,,,,,,,"$30,297.00 ","$30,297.00 "
APRDRG-133-4,INPATIENT,All Inpatient Services for APRDRG-133-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,462.00 ",,,,,,,,,,,,,"$49,462.00 ","$49,462.00 "
APRDRG-134-1,INPATIENT,All Inpatient Services for APRDRG-134-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,090.00 ",,,,,,,,,,,,,"$16,090.00 ","$16,090.00 "
APRDRG-134-2,INPATIENT,All Inpatient Services for APRDRG-134-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,874.00 ",,,,,,,,,,,,,"$20,874.00 ","$20,874.00 "
APRDRG-134-3,INPATIENT,All Inpatient Services for APRDRG-134-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,228.00 ",,,,,,,,,,,,,"$30,228.00 ","$30,228.00 "
APRDRG-134-4,INPATIENT,All Inpatient Services for APRDRG-134-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,883.00 ",,,,,,,,,,,,,"$45,883.00 ","$45,883.00 "
APRDRG-135-1,INPATIENT,All Inpatient Services for APRDRG-135-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,053.00 ",,,,,,,,,,,,,"$19,053.00 ","$19,053.00 "
APRDRG-135-2,INPATIENT,All Inpatient Services for APRDRG-135-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,547.00 ",,,,,,,,,,,,,"$22,547.00 ","$22,547.00 "
APRDRG-135-3,INPATIENT,All Inpatient Services for APRDRG-135-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,312.00 ",,,,,,,,,,,,,"$32,312.00 ","$32,312.00 "
APRDRG-135-4,INPATIENT,All Inpatient Services for APRDRG-135-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$53,720.00 ",,,,,,,,,,,,,"$53,720.00 ","$53,720.00 "
APRDRG-136-1,INPATIENT,All Inpatient Services for APRDRG-136-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,863.00 ",,,,,,,,,,,,,"$16,863.00 ","$16,863.00 "
APRDRG-136-2,INPATIENT,All Inpatient Services for APRDRG-136-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,032.00 ",,,,,,,,,,,,,"$23,032.00 ","$23,032.00 "
APRDRG-136-3,INPATIENT,All Inpatient Services for APRDRG-136-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,660.00 ",,,,,,,,,,,,,"$32,660.00 ","$32,660.00 "
APRDRG-136-4,INPATIENT,All Inpatient Services for APRDRG-136-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,102.00 ",,,,,,,,,,,,,"$47,102.00 ","$47,102.00 "
APRDRG-137-1,INPATIENT,All Inpatient Services for APRDRG-137-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,169.00 ",,,,,,,,,,,,,"$17,169.00 ","$17,169.00 "
APRDRG-137-2,INPATIENT,All Inpatient Services for APRDRG-137-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,986.00 ",,,,,,,,,,,,,"$21,986.00 ","$21,986.00 "
APRDRG-137-3,INPATIENT,All Inpatient Services for APRDRG-137-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,818.00 ",,,,,,,,,,,,,"$29,818.00 ","$29,818.00 "
APRDRG-137-4,INPATIENT,All Inpatient Services for APRDRG-137-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,934.00 ",,,,,,,,,,,,,"$42,934.00 ","$42,934.00 "
APRDRG-138-1,INPATIENT,All Inpatient Services for APRDRG-138-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,108.00 ",,,,,,,,,,,,,"$8,108.00 ","$8,108.00 "
APRDRG-138-2,INPATIENT,All Inpatient Services for APRDRG-138-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,575.00 ",,,,,,,,,,,,,"$11,575.00 ","$11,575.00 "
APRDRG-138-3,INPATIENT,All Inpatient Services for APRDRG-138-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,711.00 ",,,,,,,,,,,,,"$18,711.00 ","$18,711.00 "
APRDRG-138-4,INPATIENT,All Inpatient Services for APRDRG-138-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,456.00 ",,,,,,,,,,,,,"$40,456.00 ","$40,456.00 "
APRDRG-139-1,INPATIENT,All Inpatient Services for APRDRG-139-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,615.00 ",,,,,,,,,,,,,"$12,615.00 ","$12,615.00 "
APRDRG-139-2,INPATIENT,All Inpatient Services for APRDRG-139-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,421.00 ",,,,,,,,,,,,,"$17,421.00 ","$17,421.00 "
APRDRG-139-3,INPATIENT,All Inpatient Services for APRDRG-139-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,152.00 ",,,,,,,,,,,,,"$24,152.00 ","$24,152.00 "
APRDRG-139-4,INPATIENT,All Inpatient Services for APRDRG-139-4,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,543.00 ",,,,,,,,,,,,,"$36,543.00 ","$36,543.00 "
APRDRG-140-1,INPATIENT,All Inpatient Services for APRDRG-140-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,847.00 ",,,,,,,,,,,,,"$14,847.00 ","$14,847.00 "
APRDRG-140-2,INPATIENT,All Inpatient Services for APRDRG-140-2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,350.00 ",,,,,,,,,,,,,"$18,350.00 ","$18,350.00 "
APRDRG-140-3,INPATIENT,All Inpatient Services for APRDRG-140-3,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,816.00 ",,,,,,,,,,,,,"$22,816.00 ","$22,816.00 "
